28
0,4,1,1,2,3,4,1,3,1,3,3,4,3,3,1,3,1,4,2,4,4,1,3,1,1,4,2,3,0
0,17,87,39,35,17,37,55,28,41,28,68,84,12,11,81,93,73,97,76,67,25,35,12,11,99,46,67,29,0
17,0,38,21,59,66,83,65,64,63,68,29,58,71,49,66,62,50,53,90,59,93,86,23,94,61,18,89,26,17
87,38,0,47,17,70,41,93,97,97,28,69,69,66,24,22,90,19,11,60,71,94,66,56,43,23,38,65,83,87
39,21,47,0,61,65,62,61,52,53,48,35,97,85,90,39,97,55,43,20,22,73,13,69,31,74,25,80,92,39
35,59,17,61,0,86,67,45,73,29,98,31,84,66,65,73,33,34,82,71,23,91,62,58,96,37,15,51,62,35
17,66,70,65,86,0,23,50,69,15,75,54,99,89,62,65,18,31,65,98,23,63,78,66,29,67,59,62,73,17
37,83,41,62,67,23,0,82,51,26,46,63,25,50,46,90,28,94,47,97,15,44,49,94,20,60,87,56,51,37
55,65,93,61,45,50,82,0,32,33,42,41,28,23,52,85,80,93,77,55,78,19,99,94,65,39,11,84,48,55
28,64,97,52,73,69,51,32,0,80,72,54,24,68,23,67,67,57,12,61,56,79,90,44,28,83,99,54,93,28
41,63,97,53,29,15,26,33,80,0,31,51,42,42,95,88,81,43,49,11,54,79,47,31,54,25,48,68,63,41
28,68,28,48,98,75,46,42,72,31,0,78,57,10,35,11,30,13,92,51,67,18,96,72,20,45,12,19,90,28
68,29,69,35,31,54,63,41,54,51,78,0,11,83,14,17,62,30,55,37,39,42,92,23,43,76,77,70,83,68
84,58,69,97,84,99,25,28,24,42,57,11,0,51,30,66,37,45,85,20,55,50,91,70,63,91,50,16,10,84
12,71,66,85,66,89,50,23,68,42,10,83,51,0,74,54,53,71,78,84,47,46,49,49,38,42,22,53,84,12
11,49,24,90,65,62,46,52,23,95,35,14,30,74,0,77,52,69,96,44,98,18,27,54,52,85,75,41,36,11
81,66,22,39,73,65,90,85,67,88,11,17,66,54,77,0,95,66,79,42,76,81,13,22,20,94,90,64,22,81
93,62,90,97,33,18,28,80,67,81,30,62,37,53,52,95,0,72,36,36,72,39,64,29,49,19,67,84,76,93
73,50,19,55,34,31,94,93,57,43,13,30,45,71,69,66,72,0,47,35,60,26,78,34,77,69,50,78,33,73
97,53,11,43,82,65,47,77,12,49,92,55,85,78,96,79,36,47,0,50,97,88,39,39,41,12,34,85,41,97
76,90,60,20,71,98,97,55,61,11,51,37,20,84,44,42,36,35,50,0,10,22,27,67,81,45,83,95,91,76
67,59,71,22,23,23,15,78,56,54,67,39,55,47,98,76,72,60,97,10,0,55,38,50,91,35,11,37,39,67
25,93,94,73,91,63,44,19,79,79,18,42,50,46,18,81,39,26,88,22,55,0,95,52,76,38,43,72,11,25
35,86,66,13,62,78,49,99,90,47,96,92,91,49,27,13,64,78,39,27,38,95,0,47,53,92,26,62,94,35
12,23,56,69,58,66,94,94,44,31,72,23,70,49,54,22,29,34,39,67,50,52,47,0,97,26,68,52,61,12
11,94,43,31,96,29,20,65,28,54,20,43,63,38,52,20,49,77,41,81,91,76,53,97,0,60,15,17,74,11
99,61,23,74,37,67,60,39,83,25,45,76,91,42,85,94,19,69,12,45,35,38,92,26,60,0,57,88,44,99
46,18,38,25,15,59,87,11,99,48,12,77,50,22,75,90,67,50,34,83,11,43,26,68,15,57,0,77,57,46
67,89,65,80,51,62,56,84,54,68,19,70,16,53,41,64,84,78,85,95,37,72,62,52,17,88,77,0,10,67
29,26,83,92,62,73,51,48,93,63,90,83,10,84,36,22,76,33,41,91,39,11,94,61,74,44,57,10,0,29
0,17,87,39,35,17,37,55,28,41,28,68,84,12,11,81,93,73,97,76,67,25,35,12,11,99,46,67,29,0
