78
0,1,4,2,3,2,1,3,1,1,3,1,3,2,4,2,2,4,4,2,3,1,2,4,3,2,1,1,2,4,2,2,3,1,2,2,1,3,4,1,1,4,4,1,1,3,3,4,1,2,2,1,4,3,2,4,1,4,1,3,3,1,3,1,1,3,3,3,4,4,4,3,4,1,3,4,3,4,4,0
0,47,90,28,35,94,75,10,75,29,58,27,61,15,84,53,69,76,61,20,70,65,92,94,22,83,26,16,83,54,55,40,71,25,26,80,43,39,28,72,79,29,89,66,84,18,92,42,33,66,31,27,47,97,86,30,47,48,57,14,60,45,23,29,78,73,76,57,59,67,100,18,13,86,48,91,29,83,62,0
47,0,56,76,98,91,25,46,12,100,59,82,100,96,13,24,97,53,49,45,43,71,52,64,32,34,39,39,75,57,24,49,12,87,76,99,84,31,71,27,49,85,14,22,39,60,90,60,12,96,67,48,71,17,45,88,92,65,78,46,90,97,36,94,73,64,17,79,63,92,71,29,71,99,20,89,34,94,21,47
90,56,0,65,22,58,73,58,15,76,93,67,38,51,67,76,26,14,22,12,27,66,25,99,97,71,91,85,21,21,46,50,89,48,77,87,46,99,33,26,68,60,54,14,54,39,94,34,71,11,30,94,69,15,30,44,57,30,56,89,81,51,39,47,61,50,71,72,38,13,93,19,10,34,26,23,81,74,84,90
28,76,65,0,66,78,16,35,67,18,18,12,57,95,43,62,64,88,19,62,66,44,94,92,59,33,57,73,100,94,69,80,98,10,72,97,22,35,51,52,79,80,78,76,40,94,18,40,12,71,80,80,96,10,12,87,73,15,36,11,78,12,73,13,85,72,49,96,81,46,76,90,100,49,27,62,75,37,61,28
35,98,22,66,0,66,69,39,64,49,23,40,22,92,11,70,76,22,61,32,100,29,92,32,48,19,79,75,40,19,92,56,54,88,57,84,64,52,35,45,46,42,88,34,62,47,87,51,96,65,37,12,85,62,71,20,69,61,82,88,10,84,30,55,48,79,56,21,13,17,31,11,47,99,19,13,15,44,45,35
94,91,58,78,66,0,61,18,83,71,91,54,73,77,33,72,71,56,48,54,56,14,81,55,85,91,17,27,47,73,63,75,64,51,90,42,35,49,72,47,87,84,56,67,44,86,44,58,47,34,89,24,12,18,17,78,29,82,91,97,91,97,23,69,79,21,65,83,87,97,23,97,43,51,14,23,66,78,89,94
75,25,73,16,69,61,0,18,10,48,12,45,24,44,77,15,44,58,65,86,15,18,19,36,93,43,58,34,44,11,16,44,43,89,87,86,17,64,16,46,90,70,68,71,62,21,42,31,67,98,61,23,42,30,32,85,87,39,66,29,71,36,53,43,26,21,58,41,54,77,64,35,11,54,32,94,70,32,96,75
10,46,58,35,39,18,18,0,97,21,19,68,84,23,98,54,97,61,61,76,76,63,17,17,52,14,31,79,21,95,39,60,45,95,11,65,71,27,38,71,47,39,74,26,15,61,61,79,78,83,95,95,36,81,21,21,87,11,58,49,45,31,52,60,12,30,33,54,16,100,100,100,73,43,30,98,32,80,48,10
75,12,15,67,64,83,10,97,0,53,98,21,11,59,73,69,66,81,16,60,43,11,50,94,16,25,92,89,18,50,54,15,90,66,32,38,64,14,41,84,47,28,33,90,99,87,27,85,12,93,60,50,70,80,81,18,47,34,29,39,77,73,43,15,39,37,32,93,62,54,14,54,52,58,35,41,75,49,11,75
29,100,76,18,49,71,48,21,53,0,86,91,91,72,77,16,47,75,99,67,37,28,33,18,23,39,60,99,24,43,69,48,82,43,21,87,14,20,98,43,56,73,47,66,60,17,26,76,12,11,60,63,55,19,58,44,42,84,93,14,87,89,58,93,89,72,86,37,85,14,39,68,76,77,18,35,23,32,49,29
58,59,93,18,23,91,12,19,98,86,0,89,52,26,80,16,21,49,81,100,27,24,53,71,93,26,88,60,32,82,55,31,11,11,32,49,16,97,85,26,25,49,97,62,48,25,68,43,41,63,35,52,83,48,61,35,95,63,55,34,53,66,65,57,94,89,41,80,26,53,49,11,24,15,28,47,99,72,25,58
27,82,67,12,40,54,45,68,21,91,89,0,64,87,21,64,12,85,57,33,36,70,67,79,14,60,69,56,61,88,40,64,99,31,30,47,96,33,42,35,97,18,21,46,30,19,66,78,15,10,30,22,97,26,30,62,39,48,33,24,88,81,32,26,64,14,11,97,67,84,46,80,49,18,41,58,10,13,40,27
61,100,38,57,22,73,24,84,11,91,52,64,0,13,63,31,13,69,61,25,62,65,45,45,92,48,73,77,32,93,71,72,41,44,86,69,93,33,46,60,81,16,39,96,41,94,31,49,30,65,27,33,53,99,12,25,81,67,63,70,31,60,12,54,54,77,16,68,30,64,84,67,98,10,71,23,72,64,43,61
15,96,51,95,92,77,44,23,59,72,26,87,13,0,21,81,50,34,73,74,70,82,81,17,25,35,18,34,36,38,71,24,54,88,43,23,16,98,26,37,48,63,31,32,79,25,60,37,12,21,14,78,96,12,86,44,29,77,60,95,64,39,78,80,73,59,80,74,100,87,41,92,97,16,84,14,43,19,86,15
84,13,67,43,11,33,77,98,73,77,80,21,63,21,0,49,12,68,12,46,24,65,80,53,73,63,54,55,94,41,27,17,70,67,97,59,22,93,100,26,89,43,96,72,82,74,85,63,82,55,89,99,31,97,92,16,39,37,49,23,85,84,24,56,92,49,97,60,21,85,82,59,85,65,83,40,40,79,11,84
53,24,76,62,70,72,15,54,69,16,16,64,31,81,49,0,44,60,17,60,60,43,48,48,21,91,23,14,74,75,45,80,28,28,20,23,62,87,39,27,63,62,28,68,12,39,23,50,27,68,72,93,13,86,98,20,18,65,79,17,16,85,90,72,35,40,63,26,89,55,19,27,100,79,42,26,50,68,70,53
69,97,26,64,76,71,44,97,66,47,21,12,13,50,12,44,0,44,64,12,17,75,59,89,71,16,29,85,59,29,69,80,43,74,93,97,100,77,70,53,41,78,56,46,90,45,53,92,56,32,81,19,22,79,32,55,32,71,90,44,15,76,89,93,76,82,65,18,11,44,82,58,99,48,69,43,89,26,26,69
76,53,14,88,22,56,58,61,81,75,49,85,69,34,68,60,44,0,61,97,78,95,96,32,96,26,89,39,83,92,50,30,34,36,43,66,70,25,84,84,17,44,33,61,20,86,57,38,48,97,52,33,73,94,71,76,75,84,34,44,61,81,74,66,82,11,56,79,52,58,90,67,91,66,62,43,84,31,18,76
61,49,22,19,61,48,65,61,16,99,81,57,61,73,12,17,64,61,0,67,61,26,19,16,76,48,93,46,38,28,81,51,96,61,32,19,15,39,38,32,79,84,87,29,63,23,70,41,12,75,11,39,34,57,51,79,37,93,58,81,49,15,79,22,90,71,10,76,65,85,38,55,77,31,47,13,21,92,90,61
20,45,12,62,32,54,86,76,60,67,100,33,25,74,46,60,12,97,67,0,36,20,68,47,83,40,95,29,20,94,70,26,59,32,78,95,78,23,74,34,36,14,85,17,71,74,19,74,40,43,70,76,38,44,80,56,39,99,21,47,56,26,18,38,97,40,60,67,77,81,55,88,61,35,91,33,100,76,56,20
70,43,27,66,100,56,15,76,43,37,27,36,62,70,24,60,17,78,61,36,0,85,30,98,24,87,73,43,81,22,64,68,15,15,29,21,61,64,75,73,16,41,84,85,90,23,97,13,92,38,63,38,72,37,87,55,13,16,29,64,94,12,86,78,93,38,76,41,97,79,78,85,41,58,10,47,56,10,34,70
65,71,66,44,29,14,18,63,11,28,24,70,65,82,65,43,75,95,26,20,85,0,77,83,56,72,74,98,35,17,60,22,39,90,58,28,14,83,59,53,80,60,87,73,65,38,85,57,60,72,14,63,98,48,14,37,64,91,35,13,47,67,95,68,83,79,64,68,16,92,93,69,72,97,11,21,64,99,13,65
92,52,25,94,92,81,19,17,50,33,53,67,45,81,80,48,59,96,19,68,30,77,0,62,66,65,13,46,58,80,62,13,68,78,16,70,38,67,49,56,39,14,38,85,51,95,99,63,73,30,72,73,98,85,77,36,30,84,80,39,52,65,15,15,71,19,39,61,28,33,82,87,68,88,87,66,38,60,64,92
