48
0,2,2,2,4,2,1,3,2,4,4,1,3,1,3,2,4,2,3,1,4,1,2,2,3,2,3,4,1,3,3,2,3,3,1,3,3,4,4,3,2,3,2,1,2,3,1,3,4,0
0,67,30,59,25,98,87,32,79,85,74,84,25,34,28,38,52,82,80,12,85,94,73,78,68,74,13,14,92,53,27,22,96,54,51,82,14,65,69,48,23,77,30,88,23,19,27,30,16,0
67,0,18,76,66,62,29,57,80,71,15,23,62,35,87,64,86,91,87,90,13,16,28,41,92,26,98,100,22,94,43,75,32,30,20,35,25,73,51,98,68,29,23,46,63,44,97,23,13,67
30,18,0,17,13,74,33,40,78,99,44,81,74,66,33,92,81,33,43,42,24,71,35,78,13,36,73,31,15,30,39,29,50,43,55,89,79,61,15,57,83,99,32,67,12,92,76,43,41,30
59,76,17,0,64,44,45,39,30,95,22,85,90,72,52,49,47,26,94,87,36,61,72,83,82,98,87,78,40,56,56,31,88,28,66,91,31,67,64,40,67,97,92,38,97,44,99,51,35,59
25,66,13,64,0,76,37,31,95,31,35,66,44,35,96,42,49,32,22,87,20,50,82,73,31,96,20,11,20,82,79,93,40,72,28,86,48,11,44,42,99,76,62,84,36,72,63,33,34,25
98,62,74,44,76,0,54,51,62,62,35,98,27,50,22,52,30,25,100,65,16,91,46,69,45,39,77,20,49,97,13,37,37,33,21,92,59,49,65,29,82,10,48,77,99,42,26,11,20,98
87,29,33,45,37,54,0,46,50,93,83,39,16,20,25,18,53,34,42,86,39,48,100,94,52,10,63,43,55,39,77,80,20,94,41,66,86,82,42,28,22,84,65,38,59,90,60,78,43,87
32,57,40,39,31,51,46,0,58,78,62,80,65,93,93,89,73,30,38,56,72,19,100,84,90,50,79,91,43,78,62,90,83,47,45,33,49,87,79,32,58,38,72,89,30,12,88,35,25,32
79,80,78,30,95,62,50,58,0,88,87,85,27,73,35,46,86,84,71,32,42,46,34,68,28,31,51,44,10,59,37,94,100,48,51,40,58,27,96,21,83,44,35,59,11,94,40,97,46,79
85,71,99,95,31,62,93,78,88,0,89,91,52,22,79,64,82,37,86,66,60,53,95,10,24,30,37,69,24,16,42,19,13,17,21,49,97,26,78,75,21,26,95,20,90,71,78,69,95,85
74,15,44,22,35,35,83,62,87,89,0,29,23,28,92,15,90,55,22,74,27,96,48,61,63,39,12,89,82,64,79,63,68,25,85,87,81,16,53,36,23,29,91,57,74,67,94,81,50,74
84,23,81,85,66,98,39,80,85,91,29,0,89,53,11,37,83,85,57,58,71,51,42,85,26,54,19,22,51,72,54,36,73,62,69,88,92,44,70,28,94,92,59,36,42,19,84,22,94,84
25,62,74,90,44,27,16,65,27,52,23,89,0,59,38,90,51,18,61,95,67,97,84,55,40,10,35,84,61,41,38,75,27,46,25,81,42,38,50,40,96,33,41,47,85,54,38,42,34,25
34,35,66,72,35,50,20,93,73,22,28,53,59,0,10,22,23,26,46,95,59,50,63,12,88,47,89,39,93,98,16,37,81,65,86,98,78,46,27,10,37,30,92,78,76,28,40,73,45,34
28,87,33,52,96,22,25,93,35,79,92,11,38,10,0,71,81,45,38,22,42,84,58,40,73,55,46,48,80,96,65,10,91,46,85,87,68,54,82,62,44,99,67,29,41,100,59,88,73,28
38,64,92,49,42,52,18,89,46,64,15,37,90,22,71,0,46,21,50,64,49,25,86,90,61,61,59,70,32,86,83,29,16,80,36,62,34,48,62,29,57,59,29,99,66,71,32,30,16,38
52,86,81,47,49,30,53,73,86,82,90,83,51,23,81,46,0,29,26,91,31,51,100,77,89,44,21,80,79,25,74,74,94,78,66,87,94,82,25,49,31,35,28,33,63,74,46,34,64,52
82,91,33,26,32,25,34,30,84,37,55,85,18,26,45,21,29,0,44,66,35,90,90,76,37,62,58,75,63,11,31,100,12,76,65,81,99,57,31,52,85,16,18,22,60,45,44,37,36,82
80,87,43,94,22,100,42,38,71,86,22,57,61,46,38,50,26,44,0,38,36,76,12,16,12,82,25,85,55,43,19,17,69,34,99,89,60,60,12,35,18,23,18,82,18,99,77,22,60,80
12,90,42,87,87,65,86,56,32,66,74,58,95,95,22,64,91,66,38,0,78,34,28,59,96,99,72,85,80,17,31,19,15,37,81,27,15,55,96,57,91,17,97,57,49,51,80,97,38,12
85,13,24,36,20,16,39,72,42,60,27,71,67,59,42,49,31,35,36,78,0,53,80,73,94,58,97,25,88,49,30,32,96,35,58,79,41,90,87,34,60,26,89,44,84,61,11,59,29,85
94,16,71,61,50,91,48,19,46,53,96,51,97,50,84,25,51,90,76,34,53,0,28,83,43,48,55,97,36,47,17,56,90,28,83,49,60,71,50,20,90,95,57,86,54,78,33,51,86,94
73,28,35,72,82,46,100,100,34,95,48,42,84,63,58,86,100,90,12,28,80,28,0,89,17,33,50,62,28,41,53,35,72,23,33,33,92,95,71,62,22,37,88,44,25,16,68,34,15,73
78,41,78,83,73,69,94,84,68,10,61,85,55,12,40,90,77,76,16,59,73,83,89,0,40,73,54,19,35,85,26,91,16,52,62,29,82,28,87,76,46,36,100,49,42,46,18,64,70,78
68,92,13,82,31,45,52,90,28,24,63,26,40,88,73,61,89,37,12,96,94,43,17,40,0,45,46,29,53,35,61,60,93,76,41,86,89,23,72,39,62,39,44,70,78,55,88,35,34,68
74,26,36,98,96,39,10,50,31,30,39,54,10,47,55,61,44,62,82,99,58,48,33,73,45,0,24,59,91,19,82,84,49,41,85,96,10,47,17,29,48,39,84,90,36,94,22,78,85,74
13,98,73,87,20,77,63,79,51,37,12,19,35,89,46,59,21,58,25,72,97,55,50,54,46,24,0,98,62,20,53,84,99,90,65,50,64,92,43,31,30,33,19,94,66,54,27,70,60,13
14,100,31,78,11,20,43,91,44,69,89,22,84,39,48,70,80,75,85,85,25,97,62,19,29,59,98,0,69,67,74,92,26,48,81,57,64,100,67,43,79,39,70,91,51,64,15,24,95,14
92,22,15,40,20,49,55,43,10,24,82,51,61,93,80,32,79,63,55,80,88,36,28,35,53,91,62,69,0,37,97,10,58,34,98,63,46,16,64,27,85,63,61,49,92,23,95,91,30,92
53,94,30,56,82,97,39,78,59,16,64,72,41,98,96,86,25,11,43,17,49,47,41,85,35,19,20,67,37,0,15,92,16,10,49,83,79,19,11,68,61,24,25,78,64,93,98,40,19,53
27,43,39,56,79,13,77,62,37,42,79,54,38,16,65,83,74,31,19,31,30,17,53,26,61,82,53,74,97,15,0,31,86,19,69,36,19,75,37,48,30,53,19,89,88,67,49,39,99,27
