43
0,3,1,1,2,4,1,1,4,4,3,1,2,3,2,2,1,2,2,3,2,1,2,4,2,3,2,2,2,2,2,3,2,1,2,3,1,4,1,1,3,2,1,4,0
0,34,44,51,98,12,45,63,16,11,97,76,99,96,13,25,41,42,96,42,87,19,64,81,76,31,10,32,82,79,31,30,74,84,66,33,92,69,59,57,21,37,82,48,0
34,0,34,80,81,96,58,16,82,76,68,93,55,83,28,76,28,79,21,56,24,93,88,30,32,31,80,24,96,27,60,32,52,90,37,64,90,78,89,36,75,76,45,88,34
44,34,0,86,57,11,22,54,27,98,23,15,30,28,73,83,42,88,57,36,19,85,27,75,59,73,27,18,52,60,74,48,45,63,15,74,62,33,34,69,84,50,20,22,44
51,80,86,0,53,95,26,95,56,48,47,13,83,89,65,100,11,65,78,33,35,99,32,20,58,61,95,69,61,22,33,21,76,64,66,38,84,62,39,60,38,76,16,63,51
98,81,57,53,0,98,88,44,27,57,31,98,65,95,94,68,55,57,43,19,17,63,61,50,90,86,31,81,99,88,89,90,54,31,78,18,20,47,60,60,72,47,31,76,98
12,96,11,95,98,0,38,89,59,67,49,78,75,56,39,32,72,51,90,60,19,77,30,85,91,35,46,92,97,61,59,62,73,44,16,88,35,15,79,74,51,99,97,44,12
45,58,22,26,88,38,0,46,99,58,91,51,32,67,26,86,83,25,26,80,99,64,98,42,32,68,48,56,45,99,60,99,45,54,44,29,21,56,16,32,22,87,62,11,45
63,16,54,95,44,89,46,0,42,25,45,52,25,32,36,16,61,73,54,55,91,46,62,46,26,34,86,64,81,94,42,87,85,40,92,79,32,14,27,51,34,67,60,89,63
16,82,27,56,27,59,99,42,0,29,83,11,42,83,60,88,12,13,21,79,88,54,70,71,67,91,75,67,39,16,39,48,72,89,51,25,86,15,24,48,40,99,18,61,16
11,76,98,48,57,67,58,25,29,0,86,77,11,10,43,39,63,68,21,27,77,11,45,76,52,23,17,18,29,64,74,78,86,62,80,64,68,77,83,58,19,81,62,51,11
97,68,23,47,31,49,91,45,83,86,0,67,39,15,30,100,58,55,87,58,44,76,22,78,71,60,46,37,67,96,88,76,16,15,64,21,90,35,49,17,77,77,100,62,97
76,93,15,13,98,78,51,52,11,77,67,0,41,68,48,32,88,49,87,86,40,29,28,45,12,86,15,94,64,21,22,19,74,89,81,12,21,100,21,53,26,64,40,44,76
99,55,30,83,65,75,32,25,42,11,39,41,0,41,16,82,31,78,31,99,76,25,45,97,96,39,76,70,33,56,46,38,58,81,14,86,78,55,21,58,100,88,35,100,99
96,83,28,89,95,56,67,32,83,10,15,68,41,0,72,64,100,45,69,62,66,96,97,78,57,42,45,90,85,71,91,22,64,13,86,61,24,93,94,17,23,79,36,87,96
13,28,73,65,94,39,26,36,60,43,30,48,16,72,0,22,55,72,72,16,78,35,44,31,93,40,19,99,91,93,89,98,97,38,59,39,69,48,90,91,85,97,96,83,13
25,76,83,100,68,32,86,16,88,39,100,32,82,64,22,0,52,13,45,26,73,23,23,16,30,21,97,16,13,65,98,74,34,45,68,36,96,79,11,20,84,12,17,94,25
41,28,42,11,55,72,83,61,12,63,58,88,31,100,55,52,0,27,21,74,84,78,96,45,34,87,42,56,16,17,79,49,67,78,80,49,22,65,60,28,99,73,34,91,41
42,79,88,65,57,51,25,73,13,68,55,49,78,45,72,13,27,0,58,71,67,13,62,94,48,68,86,51,40,82,95,44,52,64,54,35,56,73,41,61,100,16,21,33,42
96,21,57,78,43,90,26,54,21,21,87,87,31,69,72,45,21,58,0,72,19,77,70,60,31,48,58,56,10,79,72,24,99,19,72,88,64,73,74,64,52,52,56,98,96
42,56,36,33,19,60,80,55,79,27,58,86,99,62,16,26,74,71,72,0,79,22,55,94,22,77,15,42,56,97,90,21,26,27,58,11,22,58,85,71,69,57,70,91,42
87,24,19,35,17,19,99,91,88,77,44,40,76,66,78,73,84,67,19,79,0,39,69,70,33,38,71,21,37,40,97,69,96,70,60,36,76,47,40,64,57,23,11,50,87
