26
0,4,1,3,1,2,2,4,1,1,3,1,3,4,1,1,1,2,4,1,3,2,1,1,2,4,2,0
0,31,20,59,97,67,28,96,83,74,40,98,84,18,75,73,31,21,57,35,86,17,35,12,57,32,100,0
31,0,48,97,59,27,49,97,87,56,95,69,88,57,81,72,41,20,52,70,38,74,47,94,100,11,21,31
20,48,0,40,30,42,16,97,59,48,15,64,14,79,62,70,84,67,11,30,22,59,37,27,99,26,27,20
59,97,40,0,20,32,21,18,38,72,65,96,37,12,89,85,100,89,89,85,86,49,68,70,57,55,91,59
97,59,30,20,0,55,94,33,18,61,24,73,45,97,71,36,89,91,30,28,38,35,17,32,39,21,91,97
67,27,42,32,55,0,83,97,33,26,32,88,16,82,15,51,97,100,41,88,44,92,52,83,29,27,16,67
28,49,16,21,94,83,0,97,36,38,73,88,99,90,62,23,83,99,65,95,26,52,34,56,62,45,39,28
96,97,97,18,33,97,97,0,31,50,12,51,29,82,57,39,46,67,57,42,75,72,94,31,14,55,76,96
83,87,59,38,18,33,36,31,0,59,70,42,49,23,36,12,87,57,60,78,16,57,66,48,96,83,90,83
74,56,48,72,61,26,38,50,59,0,63,16,13,66,44,40,20,59,93,74,86,55,20,74,84,29,89,74
40,95,15,65,24,32,73,12,70,63,0,93,25,65,61,35,42,23,100,36,48,20,74,64,13,34,74,40
98,69,64,96,73,88,88,51,42,16,93,0,49,71,29,90,41,69,98,13,25,39,40,45,39,92,11,98
84,88,14,37,45,16,99,29,49,13,25,49,0,64,44,17,39,53,12,42,88,18,99,35,62,41,64,84
18,57,79,12,97,82,90,82,23,66,65,71,64,0,54,95,35,91,84,27,17,23,98,69,24,74,100,18
75,81,62,89,71,15,62,57,36,44,61,29,44,54,0,36,75,20,30,52,77,80,95,89,78,51,71,75
73,72,70,85,36,51,23,39,12,40,35,90,17,95,36,0,84,14,63,88,81,35,71,72,27,18,64,73
31,41,84,100,89,97,83,46,87,20,42,41,39,35,75,84,0,46,78,44,96,46,52,66,87,27,26,31
21,20,67,89,91,100,99,67,57,59,23,69,53,91,20,14,46,0,85,99,62,83,50,60,72,13,15,21
57,52,11,89,30,41,65,57,60,93,100,98,12,84,30,63,78,85,0,89,97,54,61,83,36,78,69,57
35,70,30,85,28,88,95,42,78,74,36,13,42,27,52,88,44,99,89,0,99,25,39,26,58,93,62,35
86,38,22,86,38,44,26,75,16,86,48,25,88,17,77,81,96,62,97,99,0,90,38,59,14,36,54,86
17,74,59,49,35,92,52,72,57,55,20,39,18,23,80,35,46,83,54,25,90,0,86,32,85,14,70,17
35,47,37,68,17,52,34,94,66,20,74,40,99,98,95,71,52,50,61,39,38,86,0,94,50,58,78,35
12,94,27,70,32,83,56,31,48,74,64,45,35,69,89,72,66,60,83,26,59,32,94,0,98,71,88,12
57,100,99,57,39,29,62,14,96,84,13,39,62,24,78,27,87,72,36,58,14,85,50,98,0,64,17,57
32,11,26,55,21,27,45,55,83,29,34,92,41,74,51,18,27,13,78,93,36,14,58,71,64,0,100,32
100,21,27,91,91,16,39,76,90,89,74,11,64,100,71,64,26,15,69,62,54,70,78,88,17,100,0,100
0,31,20,59,97,67,28,96,83,74,40,98,84,18,75,73,31,21,57,35,86,17,35,12,57,32,100,0
