27
0,4,2,1,2,1,2,3,2,3,2,1,1,4,4,2,3,4,4,3,3,1,1,2,1,2,4,1,0
0,98,81,33,56,76,36,25,87,89,24,61,100,17,33,11,78,86,70,52,10,13,13,56,59,85,41,60,0
98,0,45,99,42,52,28,45,76,52,28,39,23,36,42,11,16,94,55,87,23,29,59,61,95,74,15,32,98
81,45,0,26,26,30,49,74,90,100,24,60,99,71,70,55,59,23,23,59,93,16,26,39,55,53,41,60,81
33,99,26,0,68,29,85,80,15,90,53,62,75,28,19,40,42,85,55,74,73,19,76,11,36,66,12,58,33
56,42,26,68,0,70,83,86,99,50,22,85,92,15,32,88,35,86,53,31,35,73,56,49,14,35,55,76,56
76,52,30,29,70,0,52,87,71,82,58,75,13,90,21,98,80,44,65,76,31,44,59,67,21,96,76,39,76
36,28,49,85,83,52,0,88,10,43,84,14,96,48,28,57,95,32,33,48,23,87,68,70,86,56,59,44,36
25,45,74,80,86,87,88,0,28,82,14,80,88,84,18,76,62,97,12,77,54,78,97,55,53,60,15,100,25
87,76,90,15,99,71,10,28,0,44,49,88,84,40,10,33,49,75,46,29,44,17,46,58,35,57,58,81,87
89,52,100,90,50,82,43,82,44,0,98,37,61,57,13,79,50,43,49,87,96,21,79,41,65,26,18,54,89
24,28,24,53,22,58,84,14,49,98,0,12,76,17,16,42,78,85,21,41,28,93,59,86,39,74,67,76,24
61,39,60,62,85,75,14,80,88,37,12,0,21,98,55,99,57,25,94,22,48,68,18,78,72,96,70,34,61
100,23,99,75,92,13,96,88,84,61,76,21,0,26,59,26,42,66,39,96,69,49,78,49,56,48,29,76,100
17,36,71,28,15,90,48,84,40,57,17,98,26,0,84,10,88,59,76,58,96,28,70,38,40,62,97,85,17
33,42,70,19,32,21,28,18,10,13,16,55,59,84,0,85,18,70,94,24,96,45,12,91,86,61,66,19,33
11,11,55,40,88,98,57,76,33,79,42,99,26,10,85,0,93,96,29,36,64,83,41,89,46,25,14,67,11
78,16,59,42,35,80,95,62,49,50,78,57,42,88,18,93,0,66,35,68,36,63,48,86,15,82,42,13,78
86,94,23,85,86,44,32,97,75,43,85,25,66,59,70,96,66,0,38,75,64,85,52,66,48,62,32,88,86
70,55,23,55,53,65,33,12,46,49,21,94,39,76,94,29,35,38,0,25,30,10,90,82,82,10,88,27,70
52,87,59,74,31,76,48,77,29,87,41,22,96,58,24,36,68,75,25,0,52,55,58,21,56,24,78,47,52
10,23,93,73,35,31,23,54,44,96,28,48,69,96,96,64,36,64,30,52,0,10,55,18,30,19,12,16,10
13,29,16,19,73,44,87,78,17,21,93,68,49,28,45,83,63,85,10,55,10,0,65,24,59,32,12,82,13
13,59,26,76,56,59,68,97,46,79,59,18,78,70,12,41,48,52,90,58,55,65,0,23,80,32,72,85,13
56,61,39,11,49,67,70,55,58,41,86,78,49,38,91,89,86,66,82,21,18,24,23,0,53,11,43,15,56
59,95,55,36,14,21,86,53,35,65,39,72,56,40,86,46,15,48,82,56,30,59,80,53,0,85,59,56,59
85,74,53,66,35,96,56,60,57,26,74,96,48,62,61,25,82,62,10,24,19,32,32,11,85,0,71,76,85
41,15,41,12,55,76,59,15,58,18,67,70,29,97,66,14,42,32,88,78,12,12,72,43,59,71,0,71,41
60,32,60,58,76,39,44,100,81,54,76,34,76,85,19,67,13,88,27,47,16,82,85,15,56,76,71,0,60
0,98,81,33,56,76,36,25,87,89,24,61,100,17,33,11,78,86,70,52,10,13,13,56,59,85,41,60,0
