30
0,4,3,2,1,1,2,4,3,3,2,2,4,2,1,3,1,2,4,1,1,2,2,4,2,1,3,3,1,1,2,0
0,59,100,10,59,18,60,69,18,79,12,72,27,52,43,33,44,98,26,77,45,69,66,17,34,36,15,98,28,94,29,0
59,0,30,51,57,77,61,89,24,42,72,90,61,94,16,64,79,58,89,61,40,53,52,86,46,33,13,33,81,75,10,59
100,30,0,66,16,33,72,94,24,50,59,17,69,59,41,26,95,98,83,64,32,57,33,13,35,27,50,85,61,35,94,100
10,51,66,0,23,12,84,59,81,76,94,23,77,68,19,37,77,86,63,23,32,39,50,39,56,64,91,20,65,74,27,10
59,57,16,23,0,41,37,63,81,34,16,17,35,63,72,43,58,40,87,16,52,13,13,55,87,84,69,74,24,32,48,59
18,77,33,12,41,0,63,36,46,29,71,77,54,75,25,20,97,46,32,49,11,42,39,44,80,85,63,100,26,21,19,18
60,61,72,84,37,63,0,93,45,89,83,87,37,45,85,22,20,45,47,74,65,83,19,37,38,89,17,12,60,84,45,60
69,89,94,59,63,36,93,0,59,22,39,33,46,14,22,92,16,21,71,42,91,76,53,88,75,100,96,69,56,10,41,69
18,24,24,81,81,46,45,59,0,78,90,47,13,22,73,78,71,58,66,28,23,16,20,60,58,81,38,55,12,36,100,18
79,42,50,76,34,29,89,22,78,0,97,21,79,48,69,47,100,52,66,62,21,62,31,77,71,78,48,19,92,84,19,79
12,72,59,94,16,71,83,39,90,97,0,79,25,67,71,65,57,92,25,99,58,29,51,76,75,86,57,83,48,78,80,12
72,90,17,23,17,77,87,33,47,21,79,0,99,52,80,82,16,28,54,91,69,69,34,63,36,16,53,29,80,82,71,72
27,61,69,77,35,54,37,46,13,79,25,99,0,53,28,83,25,31,64,44,71,18,75,49,37,43,21,99,68,86,67,27
52,94,59,68,63,75,45,14,22,48,67,52,53,0,77,30,39,20,58,20,72,34,31,63,97,24,73,50,12,51,70,52
43,16,41,19,72,25,85,22,73,69,71,80,28,77,0,88,50,84,28,25,82,96,33,91,68,16,62,85,19,48,58,43
33,64,26,37,43,20,22,92,78,47,65,82,83,30,88,0,44,70,17,43,46,40,53,23,64,55,62,42,28,12,46,33
44,79,95,77,58,97,20,16,71,100,57,16,25,39,50,44,0,13,81,73,29,52,80,67,94,63,35,78,31,17,25,44
98,58,98,86,40,46,45,21,58,52,92,28,31,20,84,70,13,0,16,40,96,84,40,68,39,12,14,69,69,50,65,98
26,89,83,63,87,32,47,71,66,66,25,54,64,58,28,17,81,16,0,23,28,65,72,21,46,63,50,55,95,52,62,26
77,61,64,23,16,49,74,42,28,62,99,91,44,20,25,43,73,40,23,0,99,17,36,98,39,19,15,36,83,99,39,77
45,40,32,32,52,11,65,91,23,21,58,69,71,72,82,46,29,96,28,99,0,75,98,54,45,43,37,15,20,97,44,45
69,53,57,39,13,42,83,76,16,62,29,69,18,34,96,40,52,84,65,17,75,0,12,77,42,31,72,12,100,59,98,69
66,52,33,50,13,39,19,53,20,31,51,34,75,31,33,53,80,40,72,36,98,12,0,71,44,13,83,69,36,31,17,66
17,86,13,39,55,44,37,88,60,77,76,63,49,63,91,23,67,68,21,98,54,77,71,0,23,50,11,86,63,79,60,17
34,46,35,56,87,80,38,75,58,71,75,36,37,97,68,64,94,39,46,39,45,42,44,23,0,39,30,61,91,82,39,34
36,33,27,64,84,85,89,100,81,78,86,16,43,24,16,55,63,12,63,19,43,31,13,50,39,0,69,56,37,72,68,36
15,13,50,91,69,63,17,96,38,48,57,53,21,73,62,62,35,14,50,15,37,72,83,11,30,69,0,87,71,30,43,15
98,33,85,20,74,100,12,69,55,19,83,29,99,50,85,42,78,69,55,36,15,12,69,86,61,56,87,0,17,65,81,98
28,81,61,65,24,26,60,56,12,92,48,80,68,12,19,28,31,69,95,83,20,100,36,63,91,37,71,17,0,44,98,28
94,75,35,74,32,21,84,10,36,84,78,82,86,51,48,12,17,50,52,99,97,59,31,79,82,72,30,65,44,0,71,94
29,10,94,27,48,19,45,41,100,19,80,71,67,70,58,46,25,65,62,39,44,98,17,60,39,68,43,81,98,71,0,29
0,59,100,10,59,18,60,69,18,79,12,72,27,52,43,33,44,98,26,77,45,69,66,17,34,36,15,98,28,94,29,0
