72
0,1,2,3,4,2,3,3,4,4,3,3,4,4,3,1,4,3,2,3,4,4,2,1,3,1,3,4,3,3,2,1,4,3,4,1,1,3,2,2,4,3,1,4,1,3,2,3,2,1,3,4,2,2,1,1,1,4,3,1,3,1,1,3,2,4,4,4,2,4,3,4,4,0
0,76,52,77,76,29,61,44,82,78,79,78,75,24,70,100,70,83,49,50,19,27,15,88,30,35,91,35,40,98,52,84,64,88,97,63,67,46,16,21,64,16,31,13,13,66,80,94,94,17,74,15,48,22,43,81,18,28,34,95,41,73,81,81,41,22,47,99,14,86,99,38,84,0
76,0,35,11,96,77,74,80,38,47,20,13,86,35,56,51,40,28,93,51,54,27,13,31,13,69,57,68,26,60,66,67,86,65,67,52,96,67,22,91,33,60,45,19,97,11,20,92,26,88,43,78,33,26,58,57,81,69,18,24,91,53,40,33,98,39,24,77,65,12,82,26,40,76
52,35,0,97,30,13,98,83,27,60,97,20,42,20,53,81,82,79,65,100,20,33,14,87,19,25,72,36,40,58,37,16,38,32,83,88,80,90,49,36,17,19,89,71,26,68,18,32,12,78,16,86,36,99,66,21,84,13,43,32,94,75,18,74,64,90,70,94,40,21,73,89,97,52
77,11,97,0,48,60,32,76,37,44,41,66,24,31,63,34,70,57,51,93,30,23,35,58,41,54,91,48,52,30,11,62,76,69,39,27,68,71,83,77,93,70,11,48,75,95,96,100,81,72,53,99,18,31,87,15,92,16,23,88,77,40,32,12,29,30,51,38,87,68,58,45,77,77
76,96,30,48,0,75,68,89,94,28,61,65,50,81,49,47,83,55,43,88,72,67,73,43,11,13,58,73,24,94,71,63,75,93,79,11,78,43,27,79,95,18,91,74,22,25,21,61,92,80,93,66,72,57,69,61,78,71,35,30,60,10,66,63,50,12,20,76,36,91,54,44,88,76
29,77,13,60,75,0,56,87,92,24,80,62,33,55,56,24,82,93,71,32,16,38,20,44,99,44,19,64,71,58,94,94,34,27,77,55,50,69,32,98,74,82,35,66,24,10,48,98,58,42,16,79,24,58,63,72,20,20,32,24,77,40,62,19,70,98,66,68,53,10,58,98,80,29
61,74,98,32,68,56,0,84,76,69,59,22,19,99,69,19,66,27,85,25,79,46,55,56,56,67,79,46,40,84,70,99,68,89,95,85,75,98,84,46,15,83,31,95,92,97,51,10,79,55,96,94,35,94,79,28,67,84,43,42,37,50,91,50,28,57,65,52,11,52,76,97,29,61
44,80,83,76,89,87,84,0,83,89,57,56,28,74,73,20,63,54,14,83,14,88,41,17,100,30,76,43,10,52,49,62,41,65,90,31,68,57,100,23,10,55,79,61,67,23,25,84,49,15,58,97,68,53,98,67,71,80,86,65,71,41,31,39,42,13,99,30,84,36,89,13,37,44
82,38,27,37,94,92,76,83,0,83,29,15,59,94,86,88,58,17,70,28,69,96,90,39,71,83,67,44,46,49,48,54,44,19,42,79,33,72,70,17,83,60,51,42,87,87,93,28,89,38,70,11,86,95,56,62,24,60,50,32,29,70,17,67,27,63,23,29,20,41,42,64,41,82
78,47,60,44,28,24,69,89,83,0,75,94,27,77,86,13,84,39,54,67,15,84,20,19,98,96,93,98,84,11,29,22,39,34,57,19,53,46,73,77,34,81,89,64,69,47,69,66,39,18,32,46,86,54,39,73,51,81,61,35,44,72,82,99,24,84,56,23,39,82,81,57,47,78
79,20,97,41,61,80,59,57,29,75,0,77,88,42,25,19,95,76,23,94,16,70,84,79,54,95,74,17,46,90,25,47,18,32,100,17,22,84,95,19,62,18,100,24,82,13,18,51,86,66,54,100,93,53,41,100,38,19,51,71,92,34,73,45,10,29,73,46,94,93,79,83,28,79
78,13,20,66,65,62,22,56,15,94,77,0,26,65,77,60,48,20,48,44,95,83,99,74,59,84,79,25,81,67,85,93,31,51,19,68,21,23,93,100,72,65,20,68,60,66,22,93,79,61,70,15,82,54,14,97,59,46,11,37,94,48,11,93,63,17,65,48,67,31,94,47,60,78
75,86,42,24,50,33,19,28,59,27,88,26,0,66,67,49,25,47,60,73,13,30,21,22,15,93,47,79,43,61,84,50,52,20,73,49,45,30,75,86,92,99,10,92,32,36,75,98,48,81,86,58,20,56,49,39,58,43,48,66,60,15,96,60,74,95,79,29,49,55,57,97,84,75
24,35,20,31,81,55,99,74,94,77,42,65,66,0,83,41,73,13,59,11,56,74,25,94,53,66,36,51,59,30,34,78,80,75,69,52,72,78,26,53,33,71,26,60,37,35,34,20,11,97,74,18,34,98,67,26,69,78,45,35,67,84,70,73,38,46,41,54,18,93,35,97,67,24
