31
0,2,4,4,4,3,3,1,4,1,4,3,2,2,1,4,2,2,4,4,2,1,1,3,1,3,4,3,1,2,3,2,0
0,18,32,55,58,44,14,88,50,36,82,12,28,68,91,34,92,25,74,90,93,19,22,51,74,14,10,69,67,86,11,31,0
18,0,49,21,33,51,76,38,24,85,23,33,83,59,90,26,82,28,38,35,38,22,68,17,94,41,98,30,90,34,65,87,18
32,49,0,84,64,22,35,36,62,64,45,39,40,86,16,46,59,35,30,44,93,12,72,32,87,68,32,93,55,76,39,78,32
55,21,84,0,92,81,31,92,64,59,88,96,77,82,19,28,17,83,52,88,36,34,20,58,28,77,13,88,68,82,53,18,55
58,33,64,92,0,30,32,53,59,83,96,10,24,53,67,16,63,65,96,41,72,20,33,45,49,65,37,71,95,13,28,97,58
44,51,22,81,30,0,67,86,62,52,85,43,100,76,49,81,31,23,23,97,54,11,27,83,28,42,73,17,53,99,78,33,44
14,76,35,31,32,67,0,18,86,73,24,14,87,23,91,47,14,47,69,21,19,63,88,20,75,11,71,30,87,47,19,96,14
88,38,36,92,53,86,18,0,43,90,95,63,68,45,71,65,15,70,39,85,25,19,57,13,16,61,75,94,17,10,58,80,88
50,24,62,64,59,62,86,43,0,32,68,88,44,56,39,19,32,72,17,18,78,76,71,62,63,70,50,23,61,36,77,20,50
36,85,64,59,83,52,73,90,32,0,39,65,72,35,89,70,58,78,96,30,69,91,85,70,40,19,86,29,74,12,86,20,36
82,23,45,88,96,85,24,95,68,39,0,81,76,100,37,23,25,37,95,37,38,14,95,46,83,84,93,78,49,100,10,73,82
12,33,39,96,10,43,14,63,88,65,81,0,63,76,32,32,60,25,12,11,57,86,24,72,97,41,51,83,91,37,49,74,12
28,83,40,77,24,100,87,68,44,72,76,63,0,85,22,33,49,55,53,51,88,39,45,14,12,27,26,10,94,68,50,11,28
68,59,86,82,53,76,23,45,56,35,100,76,85,0,64,19,94,15,97,84,52,58,38,43,35,11,22,76,64,25,44,30,68
91,90,16,19,67,49,91,71,39,89,37,32,22,64,0,28,57,84,68,45,48,36,68,35,42,78,97,67,88,81,63,11,91
34,26,46,28,16,81,47,65,19,70,23,32,33,19,28,0,42,99,26,32,67,49,61,79,31,89,80,16,68,44,76,18,34
92,82,59,17,63,31,14,15,32,58,25,60,49,94,57,42,0,16,77,34,36,50,72,82,95,89,22,53,27,43,44,12,92
25,28,35,83,65,23,47,70,72,78,37,25,55,15,84,99,16,0,53,58,37,36,49,51,71,91,22,91,46,42,85,80,25
74,38,30,52,96,23,69,39,17,96,95,12,53,97,68,26,77,53,0,27,60,31,85,13,11,18,27,71,17,91,67,93,74
90,35,44,88,41,97,21,85,18,30,37,11,51,84,45,32,34,58,27,0,40,58,53,90,26,83,44,18,52,18,16,44,90
93,38,93,36,72,54,19,25,78,69,38,57,88,52,48,67,36,37,60,40,0,16,96,77,97,27,38,96,17,50,16,31,93
19,22,12,34,20,11,63,19,76,91,14,86,39,58,36,49,50,36,31,58,16,0,88,15,24,44,92,61,91,91,77,45,19
22,68,72,20,33,27,88,57,71,85,95,24,45,38,68,61,72,49,85,53,96,88,0,73,59,19,41,69,24,65,95,13,22
51,17,32,58,45,83,20,13,62,70,46,72,14,43,35,79,82,51,13,90,77,15,73,0,88,28,54,48,41,37,11,94,51
74,94,87,28,49,28,75,16,63,40,83,97,12,35,42,31,95,71,11,26,97,24,59,88,0,25,55,90,42,97,44,66,74
14,41,68,77,65,42,11,61,70,19,84,41,27,11,78,89,89,91,18,83,27,44,19,28,25,0,23,97,91,11,49,16,14
10,98,32,13,37,73,71,75,50,86,93,51,26,22,97,80,22,22,27,44,38,92,41,54,55,23,0,65,29,20,88,26,10
69,30,93,88,71,17,30,94,23,29,78,83,10,76,67,16,53,91,71,18,96,61,69,48,90,97,65,0,73,73,100,93,69
67,90,55,68,95,53,87,17,61,74,49,91,94,64,88,68,27,46,17,52,17,91,24,41,42,91,29,73,0,34,61,43,67
86,34,76,82,13,99,47,10,36,12,100,37,68,25,81,44,43,42,91,18,50,91,65,37,97,11,20,73,34,0,83,66,86
11,65,39,53,28,78,19,58,77,86,10,49,50,44,63,76,44,85,67,16,16,77,95,11,44,49,88,100,61,83,0,100,11
31,87,78,18,97,33,96,80,20,20,73,74,11,30,11,18,12,80,93,44,31,45,13,94,66,16,26,93,43,66,100,0,31
0,18,32,55,58,44,14,88,50,36,82,12,28,68,91,34,92,25,74,90,93,19,22,51,74,14,10,69,67,86,11,31,0
