22
0,2,1,4,1,2,4,3,3,4,1,3,1,1,3,1,1,3,3,3,3,4,1,0
0,71,35,94,26,85,59,89,35,41,20,21,79,29,62,88,98,100,14,12,100,93,34,0
71,0,30,56,88,92,17,18,20,30,16,29,55,10,10,96,16,44,64,36,34,25,88,71
35,30,0,95,21,19,98,39,46,12,24,93,73,17,69,30,45,47,98,49,57,45,76,35
94,56,95,0,31,17,10,72,65,39,86,11,71,35,44,87,33,47,89,41,23,32,85,94
26,88,21,31,0,88,44,50,67,38,84,71,65,69,20,50,18,27,91,89,44,28,52,26
85,92,19,17,88,0,80,70,69,99,60,85,76,69,21,38,48,59,41,52,100,58,35,85
59,17,98,10,44,80,0,45,58,47,14,56,27,37,85,28,27,16,91,87,44,19,17,59
89,18,39,72,50,70,45,0,37,59,20,80,10,34,84,61,90,97,84,33,94,86,86,89
35,20,46,65,67,69,58,37,0,41,85,71,78,91,91,72,44,77,85,45,70,34,67,35
41,30,12,39,38,99,47,59,41,0,89,66,54,51,26,54,83,10,83,73,55,30,53,41
20,16,24,86,84,60,14,20,85,89,0,15,13,48,69,83,16,87,64,44,68,95,69,20
21,29,93,11,71,85,56,80,71,66,15,0,59,86,73,80,10,42,65,79,39,59,56,21
79,55,73,71,65,76,27,10,78,54,13,59,0,94,17,42,53,29,50,93,43,89,14,79
29,10,17,35,69,69,37,34,91,51,48,86,94,0,90,30,94,75,59,14,61,39,78,29
62,10,69,44,20,21,85,84,91,26,69,73,17,90,0,74,52,54,20,85,90,10,23,62
88,96,30,87,50,38,28,61,72,54,83,80,42,30,74,0,72,45,49,71,28,99,15,88
98,16,45,33,18,48,27,90,44,83,16,10,53,94,52,72,0,81,13,28,16,15,68,98
100,44,47,47,27,59,16,97,77,10,87,42,29,75,54,45,81,0,70,75,46,35,22,100
14,64,98,89,91,41,91,84,85,83,64,65,50,59,20,49,13,70,0,39,68,84,80,14
12,36,49,41,89,52,87,33,45,73,44,79,93,14,85,71,28,75,39,0,55,54,39,12
100,34,57,23,44,100,44,94,70,55,68,39,43,61,90,28,16,46,68,55,0,87,39,100
93,25,45,32,28,58,19,86,34,30,95,59,89,39,10,99,15,35,84,54,87,0,56,93
34,88,76,85,52,35,17,86,67,53,69,56,14,78,23,15,68,22,80,39,39,56,0,34
0,71,35,94,26,85,59,89,35,41,20,21,79,29,62,88,98,100,14,12,100,93,34,0
