90
0,4,2,3,1,3,2,4,2,1,2,3,3,3,1,4,3,3,4,2,2,1,4,1,1,4,4,1,3,3,3,1,1,1,4,2,2,3,1,3,2,3,4,4,3,4,2,1,3,1,3,1,2,3,3,2,3,4,4,2,2,1,4,3,4,4,2,3,2,4,4,1,2,1,3,3,3,4,1,1,3,2,3,1,4,3,3,4,1,1,3,0
0,22,22,16,88,98,86,14,37,30,68,69,17,51,81,81,27,28,55,14,92,23,41,77,98,67,93,20,88,93,17,26,76,51,30,94,17,55,46,34,11,56,12,88,95,44,70,11,45,15,92,26,33,62,33,36,80,71,59,77,17,22,48,34,18,93,43,55,89,67,97,11,27,28,75,64,97,29,20,15,69,89,93,51,81,33,70,74,18,52,97,0
22,0,27,75,89,41,75,24,68,86,54,89,84,87,99,39,92,71,92,17,48,46,53,98,79,61,93,17,33,63,92,36,74,20,86,73,54,51,43,26,97,60,66,26,29,90,77,98,100,18,81,64,60,81,26,67,27,35,40,83,73,58,42,90,24,74,95,77,17,23,66,34,79,59,64,88,57,59,83,47,66,33,88,37,93,93,82,14,56,70,40,22
22,27,0,78,51,47,49,88,65,17,64,19,41,83,33,69,40,34,20,46,65,26,81,46,47,19,97,66,98,59,27,27,17,51,14,82,55,50,28,38,36,47,36,30,65,41,20,46,59,42,70,28,65,28,79,84,81,89,91,83,11,42,17,22,43,40,54,50,82,28,55,41,46,63,85,83,97,23,85,61,11,18,17,99,58,93,11,55,100,64,73,22
16,75,78,0,95,97,35,74,60,75,94,65,33,53,69,70,64,88,54,57,11,91,13,97,24,20,92,58,89,44,77,78,15,26,41,75,10,48,95,81,16,15,37,48,78,12,26,100,63,72,52,52,29,78,52,78,90,38,36,62,21,10,33,22,69,31,80,84,10,32,91,57,96,14,40,50,69,17,18,100,30,71,76,78,46,66,90,46,76,39,37,16
88,89,51,95,0,17,30,15,95,51,47,83,83,26,94,79,81,92,31,64,40,63,34,37,59,91,49,49,68,47,57,33,98,77,28,35,74,76,21,92,99,49,73,71,49,41,83,38,27,85,22,92,68,52,29,83,24,88,70,18,93,14,25,23,14,55,70,21,19,43,94,28,79,71,75,29,93,93,96,58,63,66,79,25,87,82,41,11,83,97,96,88
98,41,47,97,17,0,83,12,56,14,18,45,35,45,64,66,55,39,59,10,19,61,69,54,68,48,37,10,40,96,52,33,98,12,81,38,83,68,38,70,45,89,50,36,53,78,99,18,93,93,85,35,46,77,84,80,35,57,13,35,11,45,34,88,96,64,59,97,65,27,12,67,11,32,30,96,61,100,40,100,53,97,32,68,71,80,78,22,22,63,44,98
86,75,49,35,30,83,0,13,66,88,98,32,31,52,13,39,68,61,100,85,37,61,79,62,86,28,76,43,11,72,37,85,33,17,95,49,41,67,44,76,60,77,20,90,74,26,12,70,35,48,100,29,75,54,36,68,85,15,62,87,80,42,82,56,98,52,42,64,75,45,89,62,11,71,47,43,71,78,23,17,46,12,62,55,37,46,26,36,20,33,43,86
14,24,88,74,15,12,13,0,17,54,40,42,89,78,62,59,28,62,91,55,53,18,54,96,29,26,54,22,57,11,64,59,74,100,56,75,53,50,28,86,16,94,59,97,84,47,43,73,78,30,69,21,45,74,10,14,39,46,16,91,89,90,17,91,60,37,70,73,34,18,13,24,12,71,63,69,59,75,69,72,41,25,15,33,74,25,22,66,21,86,41,14
37,68,65,60,95,56,66,17,0,57,44,63,74,12,57,95,16,97,91,50,97,25,77,38,31,54,99,18,41,23,64,65,46,79,40,42,42,30,35,43,32,85,50,32,99,32,37,93,40,98,45,63,98,15,30,24,77,23,84,14,85,19,66,21,92,89,23,81,81,67,26,56,32,97,32,52,94,31,84,39,48,69,40,30,33,10,31,40,79,23,62,37
