89
0,4,1,2,4,2,3,2,4,1,1,3,1,4,3,4,4,3,1,2,4,1,2,1,3,3,4,2,3,3,3,4,1,2,1,2,1,1,2,3,4,2,2,1,2,4,2,3,3,2,4,2,2,3,1,1,1,3,1,1,4,4,2,3,2,1,3,1,1,3,3,1,2,3,3,1,2,1,3,2,4,4,1,4,4,2,4,2,2,1,0
0,30,14,61,87,44,39,81,28,64,34,16,92,80,18,24,37,31,72,87,40,47,38,62,99,30,63,91,35,82,23,34,49,50,71,13,58,42,95,99,73,40,29,44,77,15,75,54,94,57,25,82,100,61,24,32,40,36,78,19,87,98,37,21,60,11,44,57,15,19,98,43,94,68,52,37,71,68,86,21,70,30,39,24,13,28,74,47,57,79,0
30,0,43,84,59,67,22,99,72,25,10,83,31,14,18,65,52,53,88,88,57,30,48,92,50,85,53,73,33,83,29,61,82,24,42,32,72,27,24,23,36,61,76,58,13,28,90,45,73,39,50,100,71,66,83,86,22,68,89,40,13,50,41,41,57,18,77,18,96,29,42,77,37,72,59,38,65,97,80,84,66,11,69,34,50,90,16,52,89,93,30
14,43,0,75,30,12,38,36,11,20,23,16,14,71,59,57,98,92,35,78,46,44,38,50,49,23,29,22,44,54,94,36,80,41,22,89,41,49,36,41,41,55,85,42,75,37,61,100,74,76,26,87,40,35,50,75,10,21,81,81,55,21,73,43,57,53,31,52,80,64,70,89,62,86,64,28,28,48,27,80,52,82,65,83,24,45,13,91,59,86,14
61,84,75,0,38,88,52,44,33,53,25,24,14,84,16,39,40,90,39,48,54,88,41,93,16,84,87,84,55,74,80,87,94,75,85,33,92,59,63,12,18,66,23,26,94,77,56,99,82,71,53,32,70,26,57,89,77,79,30,94,19,99,21,67,87,53,58,10,89,55,47,24,11,21,47,11,55,17,22,28,24,63,87,50,36,71,20,33,56,95,61
87,59,30,38,0,79,41,64,31,32,91,93,26,10,45,13,44,94,29,38,51,89,95,79,51,41,63,16,94,98,83,48,79,34,27,75,17,84,96,15,82,88,64,21,64,41,63,32,30,73,34,79,79,42,92,80,98,77,88,61,44,69,73,19,69,24,46,67,93,53,78,86,79,63,76,16,91,95,95,40,18,66,40,84,25,69,44,69,37,95,87
44,67,12,88,79,0,24,26,49,31,71,65,43,72,83,13,93,27,13,92,85,42,76,60,67,89,23,75,42,28,14,16,21,22,74,14,31,57,44,85,95,75,77,67,42,39,71,66,27,51,30,84,33,15,20,65,79,78,16,24,52,57,95,73,58,69,87,79,84,33,94,12,10,73,89,79,73,47,18,99,81,54,42,82,69,38,22,54,12,12,44
39,22,38,52,41,24,0,100,35,54,18,90,28,15,93,96,59,10,78,61,10,86,22,37,83,97,97,16,28,96,75,19,69,55,47,56,98,25,65,73,84,98,76,47,85,74,70,63,12,25,98,31,88,40,60,74,12,40,79,44,41,45,100,66,23,77,24,86,80,83,41,28,70,51,91,96,89,96,28,28,63,67,59,28,94,76,67,11,12,54,39
81,99,36,44,64,26,100,0,97,83,11,75,51,13,96,27,38,50,84,60,82,90,82,22,70,66,33,11,29,29,65,100,64,15,20,86,84,66,43,23,57,60,67,84,85,97,20,89,94,86,77,81,46,36,48,79,90,70,27,73,49,48,68,69,75,24,60,56,20,35,95,24,60,45,56,16,40,77,11,11,20,75,58,87,99,94,81,98,37,78,81
28,72,11,33,31,49,35,97,0,67,45,23,71,54,39,81,66,92,63,96,59,76,95,98,97,50,58,51,78,72,59,13,55,29,30,43,29,18,27,12,36,60,38,24,88,32,49,90,32,42,65,31,44,29,95,26,12,50,85,58,78,18,40,89,96,18,46,21,88,71,88,81,20,22,42,100,35,17,34,44,26,97,95,93,19,72,90,26,57,71,28
