11
0,4,3,1,3,3,1,2,3,4,4,2,0
0,73,86,70,39,48,78,44,75,65,69,81,0
73,0,86,100,64,98,89,25,62,81,78,82,73
86,86,0,67,79,33,50,46,10,61,84,35,86
70,100,67,0,100,51,82,14,35,31,63,89,70
39,64,79,100,0,66,16,12,20,44,45,53,39
48,98,33,51,66,0,66,46,98,97,59,42,48
78,89,50,82,16,66,0,40,66,68,57,70,78
44,25,46,14,12,46,40,0,69,47,77,100,44
75,62,10,35,20,98,66,69,0,77,70,14,75
65,81,61,31,44,97,68,47,77,0,34,92,65
69,78,84,63,45,59,57,77,70,34,0,39,69
81,82,35,89,53,42,70,100,14,92,39,0,81
0,73,86,70,39,48,78,44,75,65,69,81,0
