82
0,2,1,1,1,4,1,3,1,3,2,1,2,1,3,2,1,2,3,4,4,3,4,3,2,4,3,4,3,3,1,2,2,2,1,1,2,1,3,4,4,3,2,1,4,2,3,3,3,2,2,4,1,2,1,3,3,4,3,3,2,3,3,3,3,4,1,3,4,2,3,2,3,1,3,4,3,2,4,3,1,3,2,0
0,20,80,89,53,42,33,88,96,74,34,11,55,64,31,94,96,84,35,37,66,56,11,19,25,97,69,19,32,56,60,68,67,44,30,93,10,99,93,71,17,34,55,16,32,42,63,19,12,81,62,55,78,72,26,21,86,63,23,71,54,38,36,46,96,18,49,50,70,71,30,70,25,16,92,23,95,93,27,13,35,47,35,0
20,0,22,70,28,36,39,46,64,10,64,90,86,95,64,75,43,24,26,22,51,91,69,69,42,76,97,93,58,27,73,68,21,72,19,19,73,62,97,88,27,59,84,10,57,70,77,77,47,63,15,87,81,48,79,86,29,36,71,18,50,89,39,26,81,53,97,18,63,69,71,54,81,22,99,85,47,18,81,12,38,32,36,20
80,22,0,30,20,93,86,18,85,22,49,96,74,58,46,55,49,50,97,11,69,34,79,65,99,83,43,12,90,53,38,58,96,87,21,53,24,21,92,67,80,18,94,98,46,30,91,26,44,47,47,83,91,60,58,35,14,17,98,34,57,25,25,28,88,28,99,27,11,91,71,63,12,69,100,40,17,87,78,66,34,55,48,80
89,70,30,0,65,39,90,43,47,93,70,85,19,73,57,48,50,15,89,80,100,19,37,55,69,59,27,94,54,69,41,58,100,59,89,99,38,84,67,35,64,31,98,36,39,24,36,35,20,10,12,92,59,19,89,85,79,54,63,28,80,30,87,19,28,45,88,97,30,43,60,44,84,78,54,72,93,50,99,87,41,89,77,89
53,28,20,65,0,52,40,89,24,28,18,35,73,28,40,74,54,97,37,50,45,89,66,92,60,49,86,25,20,42,40,100,47,80,53,59,45,48,17,64,21,69,36,47,92,17,58,81,42,95,100,16,30,40,86,43,17,19,35,64,42,31,72,72,64,67,27,91,35,32,81,27,67,26,64,19,99,100,62,92,46,48,52,53
42,36,93,39,52,0,90,27,73,99,70,18,11,75,86,97,19,38,16,81,67,62,37,53,51,37,12,32,72,100,14,59,30,82,10,59,34,19,43,65,79,74,39,36,15,88,22,14,95,23,19,82,39,49,26,78,24,47,49,94,89,46,100,32,61,71,94,50,92,20,59,41,84,39,84,75,99,51,62,60,95,20,42,42
33,39,86,90,40,90,0,18,98,44,73,43,65,60,80,54,61,64,69,91,13,71,13,52,34,97,70,44,62,26,38,24,82,87,48,94,87,88,47,18,30,78,42,94,48,80,37,14,10,71,49,81,69,84,39,28,78,76,37,63,11,62,54,29,73,16,95,81,55,87,51,25,37,65,61,80,88,86,98,43,23,28,13,33
88,46,18,43,89,27,18,0,18,94,63,60,97,79,51,27,66,36,70,85,33,58,77,78,10,48,69,55,58,64,62,87,70,65,19,22,60,75,58,85,17,53,27,80,98,94,71,31,84,36,68,65,27,36,28,23,23,22,96,39,48,43,53,87,10,14,95,30,34,52,75,96,55,57,53,97,22,42,53,65,73,27,87,88
96,64,85,47,24,73,98,18,0,88,61,85,67,48,86,44,77,40,18,19,47,52,10,30,38,86,32,42,51,92,23,44,56,70,64,10,16,31,33,70,13,81,31,67,11,39,60,78,52,43,95,71,80,62,73,68,65,46,18,45,46,11,59,30,77,17,28,70,49,86,87,12,41,86,72,78,58,31,87,56,10,79,29,96
74,10,22,93,28,99,44,94,88,0,37,96,74,61,27,56,74,51,23,13,87,21,44,30,61,74,62,38,98,72,72,44,19,20,35,56,35,91,25,28,86,68,10,92,38,14,70,10,30,34,94,14,30,60,62,85,21,42,33,74,96,76,76,51,78,65,82,26,70,36,18,30,37,88,66,97,52,43,79,97,80,60,82,74
34,64,49,70,18,70,73,63,61,37,0,36,88,88,55,26,98,53,37,47,14,67,28,62,41,69,10,26,96,48,14,100,51,19,34,91,89,82,65,37,14,70,27,98,39,49,62,84,57,65,66,98,72,48,67,38,66,15,33,50,37,85,93,72,58,27,27,21,17,98,90,80,94,66,53,62,66,17,37,64,42,72,72,34
11,90,96,85,35,18,43,60,85,96,36,0,53,89,28,71,30,60,33,84,17,97,26,12,25,86,99,22,68,28,63,72,86,13,99,50,62,88,13,84,83,58,87,35,77,61,94,17,80,90,85,18,95,11,88,92,28,40,47,63,62,91,25,23,17,72,63,88,46,63,28,35,54,72,38,20,76,73,66,43,52,95,63,11
55,86,74,19,73,11,65,97,67,74,88,53,0,14,39,56,94,46,42,82,80,26,30,77,74,19,59,21,11,90,26,98,89,46,34,25,93,35,79,40,38,23,36,77,82,95,92,84,15,21,35,83,87,53,31,83,22,89,91,70,24,92,71,77,76,13,40,55,55,60,18,58,79,64,40,40,50,44,33,13,42,88,83,55
64,95,58,73,28,75,60,79,48,61,88,89,14,0,64,33,26,82,14,58,38,32,48,57,67,17,97,31,65,75,21,55,67,10,76,55,56,79,44,15,12,73,14,71,65,15,77,38,19,33,33,33,84,85,63,63,53,93,46,91,22,49,10,78,32,99,13,73,93,19,10,12,61,31,84,43,95,90,50,45,85,10,76,64
31,64,46,57,40,86,80,51,86,27,55,28,39,64,0,59,77,77,21,22,91,22,43,80,22,41,60,19,69,32,10,11,69,36,75,95,17,96,21,20,90,65,78,22,62,23,71,46,10,13,42,16,10,10,31,59,46,60,61,42,85,57,43,58,100,85,19,47,11,45,22,39,73,49,88,92,77,44,27,53,10,93,35,31
94,75,55,48,74,97,54,27,44,56,26,71,56,33,59,0,38,68,71,23,70,30,97,45,48,24,75,96,96,21,19,96,47,18,23,27,50,57,47,62,77,96,86,53,64,23,48,72,83,42,42,63,41,88,42,41,42,34,38,51,91,35,48,99,36,65,74,30,99,97,51,99,37,36,39,74,20,29,20,36,62,43,47,94
96,43,49,50,54,19,61,66,77,74,98,30,94,26,77,38,0,18,84,100,70,66,69,51,55,37,10,97,73,56,31,51,43,57,54,76,12,15,86,81,34,22,80,12,64,57,57,14,62,13,43,44,36,54,26,90,33,35,94,52,35,10,27,84,36,76,25,100,25,90,78,52,64,18,22,76,96,62,41,50,15,32,36,96
84,24,50,15,97,38,64,36,40,51,53,60,46,82,77,68,18,0,86,98,21,86,47,29,40,93,49,27,90,43,58,19,41,22,44,93,92,43,39,44,94,76,35,97,58,19,41,62,39,93,16,64,16,74,63,58,13,59,85,41,23,73,15,94,41,57,100,40,52,59,71,47,39,50,54,89,16,34,96,15,95,62,75,84
35,26,97,89,37,16,69,70,18,23,37,33,42,14,21,71,84,86,0,79,29,85,79,78,10,55,90,19,84,77,98,69,92,33,48,48,32,65,22,93,17,13,22,47,41,45,20,29,98,85,36,10,49,53,17,82,49,32,60,10,99,41,37,18,65,20,77,12,62,32,78,22,37,31,60,31,24,88,51,74,41,54,57,35
37,22,11,80,50,81,91,85,19,13,47,84,82,58,22,23,100,98,79,0,62,82,37,84,25,73,58,50,93,82,46,95,32,57,69,74,96,95,99,68,33,34,92,85,20,20,68,53,12,65,52,85,43,83,16,88,27,77,75,65,14,73,51,19,35,34,11,46,70,11,67,79,86,68,63,82,33,41,57,26,48,43,78,37
66,51,69,100,45,67,13,33,47,87,14,17,80,38,91,70,70,21,29,62,0,52,13,62,92,26,21,17,47,56,43,59,36,96,66,82,15,66,41,82,45,72,89,88,29,84,95,76,23,36,26,78,14,28,69,36,16,55,81,23,64,35,27,47,43,19,64,43,53,19,76,13,38,98,61,31,63,11,23,12,26,100,26,66
56,91,34,19,89,62,71,58,52,21,67,97,26,32,22,30,66,86,85,82,52,0,66,68,33,33,60,28,10,51,79,46,93,77,82,76,26,56,34,32,80,63,91,34,20,70,50,57,19,92,10,82,13,27,40,85,57,52,48,49,99,70,82,45,72,94,69,20,58,38,23,15,21,65,15,86,31,49,37,81,51,38,79,56
11,69,79,37,66,37,13,77,10,44,28,26,30,48,43,97,69,47,79,37,13,66,0,28,50,88,18,32,81,30,94,23,25,44,56,96,82,73,90,14,74,16,45,80,65,77,30,36,69,19,71,36,15,23,25,100,68,36,59,41,54,35,85,58,35,35,86,51,56,10,53,97,36,37,94,41,69,14,11,35,43,46,23,11
19,69,65,55,92,53,52,78,30,30,62,12,77,57,80,45,51,29,78,84,62,68,28,0,43,73,15,80,45,55,62,68,94,88,13,48,98,71,58,66,99,29,46,78,43,40,43,18,63,68,11,52,35,45,50,85,10,69,49,22,59,31,77,65,31,83,24,96,61,22,37,89,19,83,69,33,43,88,18,54,74,60,14,19
25,42,99,69,60,51,34,10,38,61,41,25,74,67,22,48,55,40,10,25,92,33,50,43,0,62,10,61,65,41,29,21,40,51,58,33,58,100,83,44,19,12,29,91,84,10,42,73,96,87,61,91,11,10,64,21,34,73,51,51,25,76,62,24,15,99,37,92,98,16,48,91,72,81,87,44,86,48,65,39,45,59,70,25
97,76,83,59,49,37,97,48,86,74,69,86,19,17,41,24,37,93,55,73,26,33,88,73,62,0,20,63,33,90,91,24,18,35,46,58,42,69,39,91,50,25,48,44,19,53,80,56,72,38,80,19,72,65,68,37,80,74,34,43,34,89,32,85,63,41,76,70,88,68,86,59,91,36,39,56,74,90,86,72,55,67,79,97
69,97,43,27,86,12,70,69,32,62,10,99,59,97,60,75,10,49,90,58,21,60,18,15,10,20,0,75,28,18,43,60,89,92,11,55,41,45,15,38,34,40,41,93,84,62,54,93,21,82,78,68,40,85,10,32,27,15,51,72,57,33,14,80,57,17,54,71,10,20,82,44,94,13,17,81,74,86,38,14,88,99,63,69
