98
0,4,3,1,1,2,3,2,2,2,4,2,4,3,2,3,4,3,4,4,2,2,2,2,4,2,1,3,2,4,2,4,2,1,4,1,1,1,3,2,3,1,3,3,3,2,1,2,3,2,2,2,3,3,2,1,1,1,3,4,4,3,3,3,4,4,1,4,1,4,3,2,1,3,3,4,3,3,1,2,2,2,3,4,1,2,4,1,3,1,3,3,1,1,3,2,2,3,2,0
0,12,90,43,21,28,54,54,48,89,48,19,58,29,95,42,24,58,90,20,80,45,78,53,12,36,12,40,25,82,81,29,30,80,63,74,42,82,98,84,35,10,53,18,49,43,48,54,81,66,62,19,51,52,92,27,70,45,72,75,88,52,58,51,87,19,31,21,64,73,46,19,21,83,91,99,81,47,33,87,43,69,87,61,34,83,88,44,68,14,19,16,78,44,65,28,32,41,33,0
12,0,69,47,78,36,84,38,47,98,42,99,23,91,71,95,80,73,77,50,89,56,85,74,58,64,41,74,88,77,16,25,58,98,45,65,30,79,35,29,58,98,41,38,68,51,55,72,66,64,51,76,10,22,51,22,67,91,44,99,93,90,48,98,33,55,88,62,74,65,61,70,35,80,15,30,67,93,76,41,47,76,59,67,41,99,68,56,35,39,50,69,77,98,88,72,83,34,56,12
90,69,0,36,36,13,91,21,44,55,62,37,60,51,77,72,21,18,27,52,30,65,13,64,92,19,53,48,20,36,92,68,78,10,85,25,49,47,98,25,23,11,66,27,59,13,70,63,55,96,57,17,61,53,88,98,46,75,37,49,95,84,48,37,66,49,21,14,33,100,61,85,98,24,14,20,46,38,84,36,46,100,22,99,14,95,48,17,70,52,93,34,84,55,83,51,65,100,83,90
43,47,36,0,21,11,70,15,40,31,60,43,39,73,59,36,87,78,81,11,66,32,19,63,36,86,98,92,23,90,22,60,24,50,68,16,89,37,77,41,13,71,63,22,99,65,14,63,29,40,95,66,83,27,11,23,20,38,24,100,34,47,68,99,13,95,38,27,36,76,17,79,85,92,79,18,59,27,79,97,33,78,59,24,100,54,39,99,55,22,49,63,19,59,84,10,86,47,50,43
21,78,36,21,0,11,66,100,81,91,54,57,18,66,69,53,44,71,87,29,69,93,21,82,97,20,11,26,55,95,32,54,25,93,80,63,36,66,83,48,80,29,14,100,15,13,69,96,93,40,59,62,93,69,82,81,36,75,99,27,14,65,83,62,42,12,94,38,69,63,24,68,88,52,49,84,19,98,48,72,63,67,13,55,24,51,25,79,33,48,93,53,32,61,67,99,90,26,35,21
28,36,13,11,11,0,27,50,51,38,11,10,18,32,24,55,62,32,86,37,13,43,18,54,97,100,80,53,29,70,52,32,59,58,35,94,16,90,38,96,53,81,28,56,80,100,34,28,94,85,59,25,67,47,68,53,41,86,80,22,41,34,12,96,52,90,100,48,12,57,71,61,87,32,42,76,83,65,13,67,25,48,28,76,25,30,19,22,21,22,52,93,90,40,96,12,46,79,53,28
54,84,91,70,66,27,0,46,90,37,93,20,30,43,42,87,66,42,20,58,88,61,30,52,81,13,72,88,46,77,38,46,86,57,75,35,66,47,14,52,20,59,57,74,45,41,98,65,33,39,27,20,95,11,67,21,46,42,27,47,31,71,16,51,38,21,92,67,54,88,85,45,74,10,36,97,88,92,57,83,56,50,93,73,18,15,39,69,15,55,75,32,18,58,80,63,73,84,50,54
54,38,21,15,100,50,46,0,34,78,62,83,16,20,36,55,27,55,77,82,81,59,83,37,70,13,61,52,81,60,55,46,12,55,97,33,71,22,99,53,48,94,55,54,67,71,17,17,10,79,41,22,22,21,83,48,58,22,75,59,90,54,59,49,41,37,22,38,56,14,90,71,13,48,50,26,97,74,76,17,76,57,51,79,16,81,91,14,21,24,42,52,88,17,54,95,95,63,78,54
48,47,44,40,81,51,90,34,0,24,46,59,75,53,46,52,20,74,40,67,100,14,27,66,74,71,77,38,85,33,78,37,41,67,43,77,29,82,54,92,11,66,22,73,41,88,60,33,80,84,86,58,13,33,82,22,61,84,64,37,33,90,35,95,77,22,64,48,31,43,26,14,52,49,44,38,28,53,58,25,20,88,34,51,40,40,68,28,21,24,58,59,29,12,71,98,78,68,57,48
89,98,55,31,91,38,37,78,24,0,94,86,40,42,92,38,95,49,87,44,48,41,21,10,94,19,43,82,51,15,30,54,16,16,23,84,35,82,19,32,89,87,32,49,25,93,68,67,24,56,38,56,66,51,54,73,79,43,51,20,74,37,61,12,29,31,71,47,38,32,86,15,15,94,46,56,17,40,14,62,31,81,91,22,31,56,68,12,11,76,14,64,83,13,16,44,96,82,58,89
48,42,62,60,54,11,93,62,46,94,0,17,90,85,34,13,21,98,83,61,85,34,69,93,66,46,51,37,28,81,69,84,56,87,64,31,26,30,59,45,31,74,21,69,98,82,38,91,37,91,13,88,68,41,43,47,14,43,49,42,71,29,61,74,98,13,30,81,90,47,67,91,54,51,89,84,54,77,84,99,96,75,43,16,35,17,16,37,37,89,86,20,75,71,76,48,64,95,14,48
19,99,37,43,57,10,20,83,59,86,17,0,71,77,80,77,24,28,59,46,59,90,74,60,40,24,44,83,49,62,10,80,18,16,85,57,93,72,60,19,64,49,78,19,21,94,66,64,91,46,90,57,78,67,17,71,77,44,55,77,99,42,90,94,31,47,36,57,62,47,30,36,73,51,46,51,77,35,24,65,27,87,26,98,43,88,24,81,12,14,34,28,13,46,61,18,34,70,64,19
58,23,60,39,18,18,30,16,75,40,90,71,0,54,93,88,61,18,56,57,22,44,87,59,72,92,99,18,35,31,96,24,41,22,45,74,65,100,52,25,83,55,20,29,63,60,24,29,89,23,18,70,55,22,88,67,37,63,37,25,67,54,30,75,13,64,12,82,79,97,34,15,17,47,11,76,82,49,38,25,77,79,93,17,61,67,35,72,91,51,64,99,93,45,77,69,49,73,76,58
29,91,51,73,66,32,43,20,53,42,85,77,54,0,14,65,77,49,49,86,85,16,89,88,46,31,80,74,44,67,77,98,52,89,50,36,32,90,26,60,28,79,29,26,37,89,21,46,37,93,12,57,99,30,31,83,44,34,87,40,47,75,23,92,33,25,96,58,98,33,86,47,42,53,62,74,68,37,81,88,90,74,56,97,96,72,11,68,89,43,13,91,44,82,27,54,61,77,56,29
