20
0,3,4,1,2,4,4,4,1,2,4,4,4,4,1,3,3,3,1,2,2,0
0,20,95,70,82,61,22,35,59,15,22,31,88,26,62,57,71,98,20,58,84,0
20,0,92,27,73,48,96,85,72,73,38,88,13,99,27,13,65,99,36,89,38,20
95,92,0,25,17,64,38,31,49,21,96,97,12,35,49,54,67,100,90,76,43,95
70,27,25,0,24,43,52,81,98,71,45,59,75,79,100,82,97,13,17,48,97,70
82,73,17,24,0,41,98,99,48,67,40,32,61,64,55,56,63,96,80,37,45,82
61,48,64,43,41,0,25,22,87,46,68,85,42,31,34,29,32,76,97,44,95,61
22,96,38,52,98,25,0,41,33,76,67,38,47,70,57,55,89,11,17,58,40,22
35,85,31,81,99,22,41,0,15,39,90,96,84,46,52,11,85,57,45,66,82,35
59,72,49,98,48,87,33,15,0,15,43,60,62,76,34,27,18,84,44,84,39,59
15,73,21,71,67,46,76,39,15,0,29,15,13,10,66,96,14,90,68,28,91,15
22,38,96,45,40,68,67,90,43,29,0,45,67,66,40,32,54,18,82,38,47,22
31,88,97,59,32,85,38,96,60,15,45,0,23,47,30,55,88,36,49,17,22,31
88,13,12,75,61,42,47,84,62,13,67,23,0,75,92,58,87,94,61,67,26,88
26,99,35,79,64,31,70,46,76,10,66,47,75,0,75,53,48,91,10,53,26,26
62,27,49,100,55,34,57,52,34,66,40,30,92,75,0,96,80,21,46,21,22,62
57,13,54,82,56,29,55,11,27,96,32,55,58,53,96,0,34,20,64,63,16,57
71,65,67,97,63,32,89,85,18,14,54,88,87,48,80,34,0,53,16,14,48,71
98,99,100,13,96,76,11,57,84,90,18,36,94,91,21,20,53,0,49,92,69,98
20,36,90,17,80,97,17,45,44,68,82,49,61,10,46,64,16,49,0,71,13,20
58,89,76,48,37,44,58,66,84,28,38,17,67,53,21,63,14,92,71,0,50,58
84,38,43,97,45,95,40,82,39,91,47,22,26,26,22,16,48,69,13,50,0,84
0,20,95,70,82,61,22,35,59,15,22,31,88,26,62,57,71,98,20,58,84,0
