33
0,1,3,3,2,1,2,4,3,1,4,1,4,3,1,4,3,1,2,1,2,3,1,4,3,3,4,4,2,2,1,3,1,2,0
0,58,87,28,93,70,22,21,45,94,92,75,10,14,10,53,91,91,20,88,35,61,44,33,52,87,51,97,62,44,40,18,53,57,0
58,0,48,60,92,23,94,43,53,93,36,66,92,87,23,22,36,13,86,16,96,61,47,44,48,46,50,65,38,26,58,19,22,38,58
87,48,0,69,40,32,50,71,61,62,89,85,17,78,36,82,91,89,52,16,62,99,13,20,24,42,92,39,22,32,93,22,15,59,87
28,60,69,0,62,23,56,26,67,23,77,13,81,38,18,21,32,44,26,49,65,30,53,30,22,87,30,44,41,36,27,48,10,56,28
93,92,40,62,0,80,82,32,81,84,15,47,88,85,99,93,75,72,90,84,38,72,14,41,84,64,82,44,64,84,69,16,12,47,93
70,23,32,23,80,0,86,42,35,83,99,91,13,65,40,49,46,37,36,17,60,66,59,95,21,11,95,89,26,24,76,17,13,94,70
22,94,50,56,82,86,0,100,29,39,47,25,70,85,71,11,88,43,72,34,99,13,98,44,96,47,74,17,88,89,17,84,88,95,22
21,43,71,26,32,42,100,0,82,79,50,10,83,15,60,22,78,84,33,21,90,70,26,80,95,36,58,27,20,60,46,36,52,54,21
45,53,61,67,81,35,29,82,0,11,39,45,27,84,64,23,97,58,11,52,91,52,100,74,94,19,35,50,18,97,67,16,68,17,45
94,93,62,23,84,83,39,79,11,0,34,86,87,83,76,74,18,96,36,89,81,96,19,71,52,84,46,33,99,90,11,81,71,30,94
92,36,89,77,15,99,47,50,39,34,0,70,63,95,18,47,91,15,87,21,29,80,42,35,99,59,76,40,84,17,41,52,23,92,92
75,66,85,13,47,91,25,10,45,86,70,0,70,37,62,78,25,69,35,35,12,33,13,86,12,35,86,68,60,45,84,71,14,60,75
10,92,17,81,88,13,70,83,27,87,63,70,0,74,13,33,77,51,68,68,29,26,54,54,81,23,31,32,96,20,32,96,77,74,10
14,87,78,38,85,65,85,15,84,83,95,37,74,0,49,48,43,85,23,16,67,71,35,82,23,21,84,11,40,27,67,41,67,10,14
10,23,36,18,99,40,71,60,64,76,18,62,13,49,0,32,29,81,100,19,95,86,82,24,62,27,56,58,66,48,83,17,89,92,10
53,22,82,21,93,49,11,22,23,74,47,78,33,48,32,0,44,35,13,31,90,66,27,81,14,48,61,100,63,38,39,78,65,27,53
91,36,91,32,75,46,88,78,97,18,91,25,77,43,29,44,0,70,68,19,47,73,39,13,41,18,57,44,61,83,73,35,52,10,91
91,13,89,44,72,37,43,84,58,96,15,69,51,85,81,35,70,0,35,24,68,40,29,35,11,53,94,83,88,23,76,52,99,86,91
20,86,52,26,90,36,72,33,11,36,87,35,68,23,100,13,68,35,0,32,75,89,28,83,68,41,74,64,56,62,64,81,62,41,20
88,16,16,49,84,17,34,21,52,89,21,35,68,16,19,31,19,24,32,0,51,18,39,47,32,27,43,63,28,21,38,46,19,17,88
35,96,62,65,38,60,99,90,91,81,29,12,29,67,95,90,47,68,75,51,0,93,92,49,84,59,97,97,72,79,96,52,46,42,35
61,61,99,30,72,66,13,70,52,96,80,33,26,71,86,66,73,40,89,18,93,0,82,53,37,28,32,85,22,91,46,64,65,34,61
44,47,13,53,14,59,98,26,100,19,42,13,54,35,82,27,39,29,28,39,92,82,0,35,26,41,99,29,78,33,33,71,20,71,44
33,44,20,30,41,95,44,80,74,71,35,86,54,82,24,81,13,35,83,47,49,53,35,0,29,69,48,93,44,94,31,74,61,95,33
52,48,24,22,84,21,96,95,94,52,99,12,81,23,62,14,41,11,68,32,84,37,26,29,0,91,73,72,94,96,61,42,16,77,52
87,46,42,87,64,11,47,36,19,84,59,35,23,21,27,48,18,53,41,27,59,28,41,69,91,0,53,60,73,89,47,21,25,91,87
51,50,92,30,82,95,74,58,35,46,76,86,31,84,56,61,57,94,74,43,97,32,99,48,73,53,0,88,91,52,77,17,65,15,51
97,65,39,44,44,89,17,27,50,33,40,68,32,11,58,100,44,83,64,63,97,85,29,93,72,60,88,0,37,94,63,29,25,73,97
62,38,22,41,64,26,88,20,18,99,84,60,96,40,66,63,61,88,56,28,72,22,78,44,94,73,91,37,0,73,68,24,49,22,62
44,26,32,36,84,24,89,60,97,90,17,45,20,27,48,38,83,23,62,21,79,91,33,94,96,89,52,94,73,0,55,29,59,39,44
40,58,93,27,69,76,17,46,67,11,41,84,32,67,83,39,73,76,64,38,96,46,33,31,61,47,77,63,68,55,0,25,88,91,40
18,19,22,48,16,17,84,36,16,81,52,71,96,41,17,78,35,52,81,46,52,64,71,74,42,21,17,29,24,29,25,0,87,55,18
53,22,15,10,12,13,88,52,68,71,23,14,77,67,89,65,52,99,62,19,46,65,20,61,16,25,65,25,49,59,88,87,0,21,53
57,38,59,56,47,94,95,54,17,30,92,60,74,10,92,27,10,86,41,17,42,34,71,95,77,91,15,73,22,39,91,55,21,0,57
0,58,87,28,93,70,22,21,45,94,92,75,10,14,10,53,91,91,20,88,35,61,44,33,52,87,51,97,62,44,40,18,53,57,0
