15
0,3,4,1,4,1,4,2,2,3,1,2,4,4,2,4,0
0,56,10,75,54,57,39,100,29,64,56,95,44,74,62,100,0
56,0,74,54,13,50,73,41,53,26,95,64,46,18,62,44,56
10,74,0,61,60,78,50,17,53,59,57,23,34,99,72,83,10
75,54,61,0,44,52,30,94,89,28,11,56,78,16,22,67,75
54,13,60,44,0,68,43,70,83,32,34,99,55,35,99,26,54
57,50,78,52,68,0,60,95,19,25,17,38,88,78,13,62,57
39,73,50,30,43,60,0,65,43,85,37,93,91,12,28,74,39
100,41,17,94,70,95,65,0,33,12,18,75,79,66,94,70,100
29,53,53,89,83,19,43,33,0,68,75,29,43,79,54,25,29
64,26,59,28,32,25,85,12,68,0,38,82,94,64,49,76,64
56,95,57,11,34,17,37,18,75,38,0,60,34,83,73,91,56
95,64,23,56,99,38,93,75,29,82,60,0,76,40,11,56,95
44,46,34,78,55,88,91,79,43,94,34,76,0,79,42,93,44
74,18,99,16,35,78,12,66,79,64,83,40,79,0,75,79,74
62,62,72,22,99,13,28,94,54,49,73,11,42,75,0,23,62
100,44,83,67,26,62,74,70,25,76,91,56,93,79,23,0,100
0,56,10,75,54,57,39,100,29,64,56,95,44,74,62,100,0
