52
0,2,2,1,3,1,4,2,4,4,2,3,3,1,4,4,1,3,4,1,1,3,4,4,2,2,1,2,3,4,1,4,4,1,1,1,3,3,3,2,1,2,1,3,4,1,4,1,2,4,4,3,1,0
0,31,93,15,59,66,91,27,77,82,39,89,63,82,88,13,16,52,42,61,31,56,62,99,40,54,67,51,86,87,72,51,76,84,13,56,67,18,83,47,11,71,14,35,86,35,76,37,18,81,94,18,85,0
31,0,70,67,29,49,54,34,74,84,62,65,16,88,82,55,90,38,67,62,42,52,63,65,70,34,12,89,27,11,28,91,24,40,39,36,19,44,68,16,82,45,45,73,90,68,33,58,56,78,50,11,67,31
93,70,0,22,27,39,29,63,90,36,21,28,68,33,84,92,18,77,69,79,53,37,87,96,60,84,88,53,94,66,39,95,41,70,80,39,15,78,16,24,72,20,29,28,54,61,87,42,81,60,45,88,24,93
15,67,22,0,44,67,33,57,33,19,11,23,14,34,70,77,85,35,37,10,55,89,78,69,40,15,32,61,61,76,91,87,82,18,98,99,60,28,99,58,97,83,53,85,83,13,32,43,38,62,82,69,41,15
59,29,27,44,0,57,62,54,99,75,10,31,38,86,10,71,97,62,64,89,100,95,100,17,15,11,75,71,44,49,73,87,36,22,34,58,57,45,70,73,41,14,57,43,91,47,69,22,100,86,33,47,22,59
66,49,39,67,57,0,92,68,19,58,61,20,41,79,63,52,66,80,93,77,92,30,89,51,42,98,12,90,89,22,20,27,13,56,66,25,57,68,42,46,59,13,22,22,66,32,82,14,58,98,53,86,65,66
91,54,29,33,62,92,0,23,64,55,99,49,64,71,29,18,12,59,53,32,23,28,90,16,69,11,45,47,42,78,100,31,82,33,77,44,29,24,41,60,21,84,61,60,20,74,43,21,33,51,26,49,59,91
27,34,63,57,54,68,23,0,76,78,67,30,61,42,38,57,85,97,50,62,66,76,16,82,78,42,52,66,96,10,16,96,32,12,51,14,100,77,20,30,81,59,98,63,11,59,77,74,42,13,67,17,21,27
77,74,90,33,99,19,64,76,0,63,68,77,88,91,15,59,83,53,21,92,100,99,10,58,37,18,100,74,30,15,43,31,92,37,80,26,61,38,88,17,27,99,98,40,72,50,46,74,62,83,48,19,92,77
82,84,36,19,75,58,55,78,63,0,22,47,74,49,51,43,26,92,75,47,59,26,74,45,32,90,33,60,67,57,77,26,56,68,99,92,51,87,74,49,91,61,96,18,89,64,62,92,37,60,15,79,21,82
39,62,21,11,10,61,99,67,68,22,0,42,63,65,96,95,52,48,38,89,45,17,27,94,45,96,21,89,65,62,24,78,71,98,35,86,11,44,35,18,23,62,74,51,48,80,76,82,27,59,58,45,13,39
89,65,28,23,31,20,49,30,77,47,42,0,21,65,81,36,89,91,82,20,34,72,38,70,62,43,47,63,57,50,91,22,50,30,92,67,83,81,52,46,53,61,84,17,69,25,100,91,34,57,39,39,26,89
63,16,68,14,38,41,64,61,88,74,63,21,0,48,33,44,36,39,14,95,99,62,42,21,30,72,94,92,60,67,26,24,29,99,96,100,12,29,72,25,14,75,97,46,11,78,41,14,40,71,55,74,16,63
82,88,33,34,86,79,71,42,91,49,65,65,48,0,47,53,36,38,80,33,75,49,47,35,65,65,23,30,78,47,48,63,13,36,50,38,18,53,86,98,31,90,73,93,53,89,54,70,15,57,41,98,17,82
88,82,84,70,10,63,29,38,15,51,96,81,33,47,0,79,88,10,36,28,50,43,92,42,71,78,97,51,69,46,30,13,92,42,59,65,78,50,20,37,90,15,53,13,57,97,98,79,47,78,75,89,79,88
13,55,92,77,71,52,18,57,59,43,95,36,44,53,79,0,56,39,21,52,42,73,48,47,18,27,46,55,45,47,31,12,69,41,91,32,87,14,10,63,64,76,26,76,61,26,29,80,25,33,30,48,42,13
16,90,18,85,97,66,12,85,83,26,52,89,36,36,88,56,0,44,31,99,29,52,59,39,55,20,75,98,52,51,67,23,13,69,62,24,81,39,26,25,68,50,92,12,37,73,47,88,92,17,78,14,32,16
52,38,77,35,62,80,59,97,53,92,48,91,39,38,10,39,44,0,11,38,31,18,21,15,16,99,26,34,17,15,30,48,53,49,24,22,60,56,41,43,26,80,39,74,35,39,83,56,12,59,38,11,71,52
42,67,69,37,64,93,53,50,21,75,38,82,14,80,36,21,31,11,0,97,85,26,60,11,27,47,85,46,49,20,77,51,25,74,21,62,80,75,22,33,57,80,73,69,90,24,78,95,76,50,62,57,27,42
61,62,79,10,89,77,32,62,92,47,89,20,95,33,28,52,99,38,97,0,94,38,92,63,74,72,39,57,71,16,83,37,30,30,95,26,74,84,61,29,89,43,28,62,76,71,21,45,48,72,18,94,99,61
31,42,53,55,100,92,23,66,100,59,45,34,99,75,50,42,29,31,85,94,0,12,40,100,85,94,62,98,78,92,26,33,56,31,84,75,56,12,80,78,71,54,37,30,27,95,63,89,25,46,68,50,22,31
56,52,37,89,95,30,28,76,99,26,17,72,62,49,43,73,52,18,26,38,12,0,38,30,59,46,86,87,23,88,75,91,24,16,45,33,29,43,17,46,18,80,23,85,40,78,66,96,93,60,74,71,94,56
62,63,87,78,100,89,90,16,10,74,27,38,42,47,92,48,59,21,60,92,40,38,0,29,54,87,55,82,58,25,76,81,77,89,72,49,44,50,32,49,24,99,36,79,45,97,38,33,43,88,33,19,63,62
99,65,96,69,17,51,16,82,58,45,94,70,21,35,42,47,39,15,11,63,100,30,29,0,54,25,83,92,89,26,32,69,92,28,86,13,16,37,42,72,30,81,90,87,37,22,21,85,92,30,26,28,71,99
40,70,60,40,15,42,69,78,37,32,45,62,30,65,71,18,55,16,27,74,85,59,54,54,0,19,57,52,14,98,11,34,84,28,14,25,90,76,82,49,54,63,79,56,27,84,67,88,77,50,83,87,44,40
54,34,84,15,11,98,11,42,18,90,96,43,72,65,78,27,20,99,47,72,94,46,87,25,19,0,86,85,98,38,26,33,72,71,39,65,24,29,39,39,49,12,99,33,41,27,76,66,72,18,30,85,76,54
67,12,88,32,75,12,45,52,100,33,21,47,94,23,97,46,75,26,85,39,62,86,55,83,57,86,0,27,20,58,87,61,35,55,12,14,82,74,18,51,90,68,23,53,89,18,66,25,58,97,80,31,33,67
51,89,53,61,71,90,47,66,74,60,89,63,92,30,51,55,98,34,46,57,98,87,82,92,52,85,27,0,83,43,42,17,20,77,82,17,66,64,65,70,19,34,16,22,69,12,23,94,31,87,12,76,14,51
86,27,94,61,44,89,42,96,30,67,65,57,60,78,69,45,52,17,49,71,78,23,58,89,14,98,20,83,0,38,10,66,52,14,33,23,20,28,69,37,55,21,29,65,54,24,64,96,33,40,32,22,89,86
87,11,66,76,49,22,78,10,15,57,62,50,67,47,46,47,51,15,20,16,92,88,25,26,98,38,58,43,38,0,23,18,75,81,53,86,32,23,90,72,69,78,27,16,62,39,43,57,89,40,64,29,32,87
72,28,39,91,73,20,100,16,43,77,24,91,26,48,30,31,67,30,77,83,26,75,76,32,11,26,87,42,10,23,0,13,51,85,64,51,19,66,100,81,59,74,30,79,74,26,70,80,96,24,46,16,56,72
51,91,95,87,87,27,31,96,31,26,78,22,24,63,13,12,23,48,51,37,33,91,81,69,34,33,61,17,66,18,13,0,29,77,51,13,85,13,17,45,83,75,31,22,78,44,78,12,37,86,90,52,87,51
76,24,41,82,36,13,82,32,92,56,71,50,29,13,92,69,13,53,25,30,56,24,77,92,84,72,35,20,52,75,51,29,0,47,96,74,83,41,50,23,50,99,40,66,77,82,86,93,80,83,52,76,60,76
84,40,70,18,22,56,33,12,37,68,98,30,99,36,42,41,69,49,74,30,31,16,89,28,28,71,55,77,14,81,85,77,47,0,70,35,43,38,91,58,95,99,31,77,27,10,76,21,91,24,69,54,50,84
13,39,80,98,34,66,77,51,80,99,35,92,96,50,59,91,62,24,21,95,84,45,72,86,14,39,12,82,33,53,64,51,96,70,0,25,57,16,23,29,39,12,80,91,17,66,86,60,77,95,77,12,31,13
56,36,39,99,58,25,44,14,26,92,86,67,100,38,65,32,24,22,62,26,75,33,49,13,25,65,14,17,23,86,51,13,74,35,25,0,13,28,73,51,80,83,78,27,83,72,58,60,50,47,36,54,94,56
67,19,15,60,57,57,29,100,61,51,11,83,12,18,78,87,81,60,80,74,56,29,44,16,90,24,82,66,20,32,19,85,83,43,57,13,0,90,49,26,89,25,81,60,32,98,87,84,19,76,77,74,43,67
18,44,78,28,45,68,24,77,38,87,44,81,29,53,50,14,39,56,75,84,12,43,50,37,76,29,74,64,28,23,66,13,41,38,16,28,90,0,24,49,62,37,76,35,20,52,47,10,86,13,69,81,53,18
83,68,16,99,70,42,41,20,88,74,35,52,72,86,20,10,26,41,22,61,80,17,32,42,82,39,18,65,69,90,100,17,50,91,23,73,49,24,0,48,66,79,45,46,89,34,94,22,14,88,93,95,73,83
47,16,24,58,73,46,60,30,17,49,18,46,25,98,37,63,25,43,33,29,78,46,49,72,49,39,51,70,37,72,81,45,23,58,29,51,26,49,48,0,23,37,39,49,54,47,33,32,47,60,61,46,76,47
11,82,72,97,41,59,21,81,27,91,23,53,14,31,90,64,68,26,57,89,71,18,24,30,54,49,90,19,55,69,59,83,50,95,39,80,89,62,66,23,0,57,100,99,32,77,59,27,79,29,52,75,91,11
71,45,20,83,14,13,84,59,99,61,62,61,75,90,15,76,50,80,80,43,54,80,99,81,63,12,68,34,21,78,74,75,99,99,12,83,25,37,79,37,57,0,53,16,38,91,10,39,59,42,78,11,65,71
14,45,29,53,57,22,61,98,98,96,74,84,97,73,53,26,92,39,73,28,37,23,36,90,79,99,23,16,29,27,30,31,40,31,80,78,81,76,45,39,100,53,0,25,55,62,11,30,26,17,45,43,21,14
35,73,28,85,43,22,60,63,40,18,51,17,46,93,13,76,12,74,69,62,30,85,79,87,56,33,53,22,65,16,79,22,66,77,91,27,60,35,46,49,99,16,25,0,15,64,24,89,60,28,17,70,50,35
86,90,54,83,91,66,20,11,72,89,48,69,11,53,57,61,37,35,90,76,27,40,45,37,27,41,89,69,54,62,74,78,77,27,17,83,32,20,89,54,32,38,55,15,0,52,47,100,14,19,19,69,51,86
35,68,61,13,47,32,74,59,50,64,80,25,78,89,97,26,73,39,24,71,95,78,97,22,84,27,18,12,24,39,26,44,82,10,66,72,98,52,34,47,77,91,62,64,52,0,42,23,86,47,32,16,11,35
76,33,87,32,69,82,43,77,46,62,76,100,41,54,98,29,47,83,78,21,63,66,38,21,67,76,66,23,64,43,70,78,86,76,86,58,87,47,94,33,59,10,11,24,47,42,0,33,26,49,69,32,53,76
37,58,42,43,22,14,21,74,74,92,82,91,14,70,79,80,88,56,95,45,89,96,33,85,88,66,25,94,96,57,80,12,93,21,60,60,84,10,22,32,27,39,30,89,100,23,33,0,13,70,48,22,61,37
18,56,81,38,100,58,33,42,62,37,27,34,40,15,47,25,92,12,76,48,25,93,43,92,77,72,58,31,33,89,96,37,80,91,77,50,19,86,14,47,79,59,26,60,14,86,26,13,0,68,65,21,18,18
81,78,60,62,86,98,51,13,83,60,59,57,71,57,78,33,17,59,50,72,46,60,88,30,50,18,97,87,40,40,24,86,83,24,95,47,76,13,88,60,29,42,17,28,19,47,49,70,68,0,49,15,49,81
94,50,45,82,33,53,26,67,48,15,58,39,55,41,75,30,78,38,62,18,68,74,33,26,83,30,80,12,32,64,46,90,52,69,77,36,77,69,93,61,52,78,45,17,19,32,69,48,65,49,0,27,30,94
18,11,88,69,47,86,49,17,19,79,45,39,74,98,89,48,14,11,57,94,50,71,19,28,87,85,31,76,22,29,16,52,76,54,12,54,74,81,95,46,75,11,43,70,69,16,32,22,21,15,27,0,66,18
85,67,24,41,22,65,59,21,92,21,13,26,16,17,79,42,32,71,27,99,22,94,63,71,44,76,33,14,89,32,56,87,60,50,31,94,43,53,73,76,91,65,21,50,51,11,53,61,18,49,30,66,0,85
0,31,93,15,59,66,91,27,77,82,39,89,63,82,88,13,16,52,42,61,31,56,62,99,40,54,67,51,86,87,72,51,76,84,13,56,67,18,83,47,11,71,14,35,86,35,76,37,18,81,94,18,85,0
