74
0,4,3,2,3,2,2,4,3,2,2,4,1,2,2,1,4,2,2,3,3,2,4,4,2,2,1,1,2,4,1,4,4,4,1,4,1,1,3,3,1,3,3,1,1,2,2,3,1,2,2,3,2,4,1,1,4,1,2,4,3,3,1,4,3,1,3,4,4,1,1,4,3,4,3,0
0,39,95,40,60,36,55,71,27,44,42,15,41,83,17,54,10,40,78,16,34,60,79,53,43,11,75,66,47,36,50,83,49,31,75,98,89,95,59,92,51,61,21,58,52,44,50,73,99,55,55,41,76,73,41,72,64,60,68,14,38,39,93,48,75,47,71,74,83,47,46,48,41,29,44,0
39,0,45,11,68,50,72,67,21,32,73,21,20,16,35,47,81,66,18,92,33,50,86,70,13,71,83,67,20,41,52,50,68,77,41,97,77,73,15,98,50,54,30,59,70,28,78,27,76,81,14,27,20,90,56,51,67,100,62,85,56,40,18,37,33,85,62,56,21,89,34,37,17,63,68,39
95,45,0,48,81,77,100,35,60,44,68,91,58,12,37,19,57,75,26,44,85,28,98,30,92,35,83,93,61,43,10,85,55,55,38,91,84,13,34,77,22,71,47,15,52,97,67,70,76,51,30,56,30,37,32,12,20,11,21,77,87,31,15,33,48,41,32,64,46,88,45,24,91,39,90,95
40,11,48,0,49,83,43,29,59,86,43,84,34,28,16,57,97,18,39,47,48,58,32,20,16,100,27,96,73,52,43,21,58,28,23,83,34,60,59,66,58,47,25,28,38,62,73,72,76,60,99,91,53,16,55,31,28,12,97,98,61,22,28,56,76,85,75,43,18,13,76,26,15,81,77,40
60,68,81,49,0,82,64,85,33,25,25,12,55,29,57,24,70,34,15,44,68,77,62,50,80,65,62,79,49,75,38,60,41,50,63,96,72,97,58,14,54,58,83,44,16,95,99,45,69,45,69,51,65,57,78,77,32,71,56,88,84,41,77,51,85,29,20,72,80,79,70,36,58,79,52,60
36,50,77,83,82,0,38,67,85,97,59,71,32,21,35,22,76,21,84,97,60,99,39,78,95,24,92,24,92,20,17,71,64,26,19,88,14,38,74,88,24,65,47,44,32,75,11,35,23,45,89,73,26,63,19,67,39,24,41,90,42,47,24,19,86,47,44,39,68,29,15,91,44,18,74,36
55,72,100,43,64,38,0,75,16,69,39,21,58,64,11,66,25,91,23,100,59,94,61,58,25,43,36,47,10,35,56,43,46,71,34,66,96,97,16,93,90,41,82,49,47,47,75,77,62,97,34,10,56,15,22,87,43,60,41,32,49,25,50,10,22,94,85,57,93,81,51,86,13,81,27,55
71,67,35,29,85,67,75,0,88,60,16,14,87,61,82,96,42,23,96,52,96,82,37,72,61,43,69,89,78,39,67,89,38,16,28,15,92,89,10,48,68,10,11,74,100,57,98,60,10,60,70,18,16,63,16,17,91,14,55,86,92,83,34,29,25,96,73,11,34,50,57,72,64,74,97,71
27,21,60,59,33,85,16,88,0,93,81,61,90,80,98,65,80,56,28,85,34,43,64,87,21,86,74,17,19,28,12,16,21,13,14,63,71,47,17,89,64,66,95,12,89,90,16,71,72,48,78,11,11,15,88,16,39,59,54,51,100,25,37,42,44,47,84,54,92,98,22,46,68,85,45,27
44,32,44,86,25,97,69,60,93,0,10,79,34,96,32,21,27,38,99,27,100,68,69,74,25,19,79,70,95,61,18,84,62,60,61,44,20,46,63,43,83,62,69,91,81,65,25,67,66,41,93,67,66,22,22,32,41,33,39,40,62,69,59,77,81,54,100,81,23,63,51,13,19,27,75,44
42,73,68,43,25,59,39,16,81,10,0,29,28,16,59,77,32,89,83,58,95,59,63,49,43,82,83,45,64,27,82,98,52,77,13,84,55,53,92,49,44,66,68,97,36,40,46,76,57,35,94,82,11,88,74,53,62,17,37,19,87,78,95,69,88,58,37,50,32,26,59,89,77,74,81,42
15,21,91,84,12,71,21,14,61,79,29,0,64,40,77,58,33,16,49,15,92,62,56,75,82,74,33,76,94,58,61,35,70,61,87,59,76,93,19,93,70,17,96,19,65,91,72,92,54,71,25,71,57,78,66,93,93,47,11,33,40,21,37,63,85,71,83,21,58,79,38,40,25,62,73,15
41,20,58,34,55,32,58,87,90,34,28,64,0,65,84,45,28,70,31,77,71,16,57,26,47,95,25,12,63,63,96,82,10,83,86,86,14,80,63,33,24,93,67,20,91,13,15,58,98,28,62,23,25,66,36,72,25,82,12,65,99,44,82,17,57,37,10,22,19,52,24,38,91,62,52,41
83,16,12,28,29,21,64,61,80,96,16,40,65,0,21,49,40,98,51,10,13,92,16,42,59,89,81,20,28,90,75,61,75,95,23,88,73,25,91,80,24,12,54,24,56,84,51,47,62,41,15,92,48,40,86,74,91,70,60,79,74,54,84,62,19,77,62,92,13,18,36,50,96,47,82,83
17,35,37,16,57,35,11,82,98,32,59,77,84,21,0,32,63,30,50,36,85,42,70,24,53,36,53,99,41,47,24,35,87,25,31,65,86,45,87,81,52,41,85,12,42,13,41,33,56,98,21,42,83,32,50,92,68,68,94,66,41,14,60,42,66,67,87,63,74,83,92,19,56,13,86,17
54,47,19,57,24,22,66,96,65,21,77,58,45,49,32,0,31,27,99,67,42,79,39,19,63,23,93,100,60,79,31,95,22,62,25,25,78,37,32,97,78,90,58,11,94,95,96,56,24,68,11,47,93,10,16,49,12,52,78,35,12,46,98,95,72,27,22,57,27,89,44,29,51,50,31,54
10,81,57,97,70,76,25,42,80,27,32,33,28,40,63,31,0,86,20,73,30,43,67,61,29,38,36,59,91,84,36,21,93,58,52,32,12,26,56,31,92,53,59,20,28,30,45,98,16,72,34,20,99,21,26,10,61,30,62,56,63,94,82,36,93,19,19,93,92,56,42,98,50,46,17,10
40,66,75,18,34,21,91,23,56,38,89,16,70,98,30,27,86,0,33,78,93,92,50,71,41,35,41,67,78,15,87,25,27,61,37,11,66,59,71,32,79,72,38,80,69,96,58,46,72,81,20,48,60,17,34,48,94,39,87,13,79,48,38,83,93,38,19,50,74,46,67,85,99,49,39,40
78,18,26,39,15,84,23,96,28,99,83,49,31,51,50,99,20,33,0,95,40,68,50,72,58,64,45,79,49,46,14,97,90,44,90,20,84,87,36,54,61,47,11,35,99,29,29,72,65,68,75,43,60,69,79,72,19,72,55,22,77,46,54,96,10,69,41,20,71,73,32,51,71,58,45,78
