23
0,2,2,2,3,1,1,1,2,3,2,4,1,4,3,4,3,2,1,1,2,4,4,2,0
0,96,43,33,68,48,97,31,45,93,23,27,34,100,13,96,91,68,44,73,59,22,72,97,0
96,0,95,24,62,58,92,82,67,13,32,26,83,58,72,73,52,69,29,25,57,45,33,50,96
43,95,0,42,48,65,20,72,52,92,83,100,69,57,94,98,11,52,94,92,98,48,28,85,43
33,24,42,0,68,27,24,72,41,54,90,66,35,29,86,28,22,60,27,11,83,43,13,34,33
68,62,48,68,0,59,80,15,57,83,52,91,23,55,86,46,16,74,40,96,92,75,62,40,68
48,58,65,27,59,0,93,96,69,77,99,62,46,85,12,19,23,70,27,73,33,22,44,45,48
97,92,20,24,80,93,0,19,81,46,67,81,12,64,12,78,73,36,100,55,100,51,82,12,97
31,82,72,72,15,96,19,0,25,44,82,33,32,73,10,14,61,56,49,90,69,29,51,85,31
45,67,52,41,57,69,81,25,0,32,82,86,15,67,55,15,35,34,69,29,43,31,72,29,45
93,13,92,54,83,77,46,44,32,0,32,19,28,32,19,60,40,63,16,93,71,50,74,50,93
23,32,83,90,52,99,67,82,82,32,0,63,80,15,55,48,48,50,29,77,59,62,59,37,23
27,26,100,66,91,62,81,33,86,19,63,0,63,52,25,35,74,76,69,95,23,39,100,100,27
34,83,69,35,23,46,12,32,15,28,80,63,0,91,32,98,93,67,41,77,37,42,93,70,34
100,58,57,29,55,85,64,73,67,32,15,52,91,0,80,89,78,57,92,96,46,21,97,31,100
13,72,94,86,86,12,12,10,55,19,55,25,32,80,0,13,29,90,57,91,99,53,99,18,13
96,73,98,28,46,19,78,14,15,60,48,35,98,89,13,0,55,98,66,71,100,50,51,76,96
91,52,11,22,16,23,73,61,35,40,48,74,93,78,29,55,0,25,80,19,52,66,85,79,91
68,69,52,60,74,70,36,56,34,63,50,76,67,57,90,98,25,0,63,87,44,59,100,41,68
44,29,94,27,40,27,100,49,69,16,29,69,41,92,57,66,80,63,0,89,64,95,89,65,44
73,25,92,11,96,73,55,90,29,93,77,95,77,96,91,71,19,87,89,0,57,14,20,79,73
59,57,98,83,92,33,100,69,43,71,59,23,37,46,99,100,52,44,64,57,0,60,36,12,59
22,45,48,43,75,22,51,29,31,50,62,39,42,21,53,50,66,59,95,14,60,0,76,55,22
72,33,28,13,62,44,82,51,72,74,59,100,93,97,99,51,85,100,89,20,36,76,0,30,72
97,50,85,34,40,45,12,85,29,50,37,100,70,31,18,76,79,41,65,79,12,55,30,0,97
0,96,43,33,68,48,97,31,45,93,23,27,34,100,13,96,91,68,44,73,59,22,72,97,0
