25
0,3,4,3,4,4,2,2,4,4,3,4,2,3,4,4,4,3,1,1,3,4,2,3,3,1,0
0,31,75,98,50,66,25,37,53,19,93,33,11,80,66,84,10,74,95,90,63,22,45,84,65,58,0
31,0,69,27,32,38,76,80,71,67,86,14,31,44,39,45,73,67,99,95,66,35,79,20,70,87,31
75,69,0,38,30,10,27,34,12,91,36,12,35,94,40,68,37,24,25,12,17,39,31,69,19,27,75
98,27,38,0,75,44,94,28,65,52,40,94,44,50,91,89,16,48,81,14,49,39,71,77,71,42,98
50,32,30,75,0,61,70,57,27,37,85,68,37,84,45,54,37,60,17,32,71,57,86,39,68,91,50
66,38,10,44,61,0,75,37,32,93,79,61,18,18,13,97,14,47,69,27,31,55,96,22,24,83,66
25,76,27,94,70,75,0,93,30,65,77,68,37,60,35,67,62,38,63,86,28,47,19,43,31,72,25
37,80,34,28,57,37,93,0,25,46,42,86,93,74,30,98,96,20,97,79,34,77,23,61,12,60,37
53,71,12,65,27,32,30,25,0,39,99,25,47,68,78,94,94,10,42,35,75,85,80,27,13,99,53
19,67,91,52,37,93,65,46,39,0,17,58,14,80,53,62,14,30,89,52,24,37,31,85,90,80,19
93,86,36,40,85,79,77,42,99,17,0,71,69,14,54,54,40,51,94,91,38,53,71,66,83,24,93
33,14,12,94,68,61,68,86,25,58,71,0,33,25,92,19,99,57,99,26,89,52,76,56,80,77,33
11,31,35,44,37,18,37,93,47,14,69,33,0,99,75,13,16,82,83,19,54,98,58,82,41,12,11
80,44,94,50,84,18,60,74,68,80,14,25,99,0,11,25,76,40,97,61,32,30,43,34,28,78,80
66,39,40,91,45,13,35,30,78,53,54,92,75,11,0,75,30,86,86,56,33,23,71,69,49,60,66
84,45,68,89,54,97,67,98,94,62,54,19,13,25,75,0,88,82,75,44,11,62,15,18,83,15,84
10,73,37,16,37,14,62,96,94,14,40,99,16,76,30,88,0,99,88,58,30,20,64,51,53,61,10
74,67,24,48,60,47,38,20,10,30,51,57,82,40,86,82,99,0,54,85,75,24,60,26,60,94,74
95,99,25,81,17,69,63,97,42,89,94,99,83,97,86,75,88,54,0,34,73,88,56,76,99,15,95
90,95,12,14,32,27,86,79,35,52,91,26,19,61,56,44,58,85,34,0,79,50,77,18,19,61,90
63,66,17,49,71,31,28,34,75,24,38,89,54,32,33,11,30,75,73,79,0,26,71,82,44,57,63
22,35,39,39,57,55,47,77,85,37,53,52,98,30,23,62,20,24,88,50,26,0,32,34,76,65,22
45,79,31,71,86,96,19,23,80,31,71,76,58,43,71,15,64,60,56,77,71,32,0,14,98,32,45
84,20,69,77,39,22,43,61,27,85,66,56,82,34,69,18,51,26,76,18,82,34,14,0,50,42,84
65,70,19,71,68,24,31,12,13,90,83,80,41,28,49,83,53,60,99,19,44,76,98,50,0,37,65
58,87,27,42,91,83,72,60,99,80,24,77,12,78,60,15,61,94,15,61,57,65,32,42,37,0,58
0,31,75,98,50,66,25,37,53,19,93,33,11,80,66,84,10,74,95,90,63,22,45,84,65,58,0
