59
0,2,1,4,2,1,1,4,1,1,2,4,2,4,4,1,1,2,4,1,4,3,3,4,4,4,1,2,2,1,3,3,3,1,2,3,1,3,1,2,2,1,1,4,3,4,1,1,1,4,1,2,4,3,4,1,1,1,1,1,0
0,83,47,54,57,12,82,23,98,35,31,15,70,84,37,97,43,91,63,75,40,40,20,79,54,60,67,10,16,97,55,63,35,26,80,72,79,74,33,77,86,24,53,38,23,38,32,85,22,41,28,69,39,47,16,95,32,81,48,41,0
83,0,44,85,56,55,43,85,89,83,29,47,22,85,10,23,85,13,41,24,87,50,66,43,16,16,69,99,11,17,22,49,72,62,39,46,65,40,91,89,90,56,56,14,50,78,63,61,66,29,86,85,15,34,64,48,48,10,90,42,83
47,44,0,18,72,29,60,17,98,90,41,37,38,59,43,33,48,97,11,89,95,33,76,74,13,45,11,98,39,23,70,31,23,13,42,69,23,27,71,67,34,88,42,68,51,51,25,50,55,92,54,80,21,10,91,89,49,92,51,56,47
54,85,18,0,33,77,72,28,77,61,83,71,28,56,68,10,96,46,19,51,58,11,95,64,55,36,42,77,10,35,64,53,29,15,60,33,15,91,96,68,28,86,62,50,63,50,60,27,32,99,56,73,92,78,26,22,97,23,15,42,54
57,56,72,33,0,39,63,15,49,19,28,14,12,69,63,68,18,94,54,75,73,62,60,74,42,37,20,17,11,85,51,62,63,10,31,79,69,54,19,53,74,90,14,20,35,44,38,31,100,12,30,50,74,74,52,69,81,46,41,20,57
12,55,29,77,39,0,17,39,28,18,96,57,92,68,52,34,13,61,95,84,32,90,82,65,38,23,42,23,47,89,10,88,71,39,45,47,27,41,36,91,84,64,65,93,53,33,53,10,95,86,24,50,88,24,26,59,64,20,20,40,12
82,43,60,72,63,17,0,22,88,19,95,89,28,56,39,68,67,15,32,91,70,96,47,99,61,49,30,74,11,67,79,72,17,50,58,100,69,71,47,51,91,56,63,73,76,37,36,88,85,61,49,69,42,11,39,21,89,92,15,73,82
23,85,17,28,15,39,22,0,88,58,58,23,11,92,68,21,37,60,80,12,17,46,36,36,32,90,100,29,36,84,35,50,83,91,64,75,11,88,82,11,26,60,39,27,87,18,81,45,67,53,60,31,49,28,23,19,47,16,52,11,23
98,89,98,77,49,28,88,88,0,36,22,90,15,55,30,77,24,30,73,27,18,54,80,96,75,21,95,41,46,42,13,35,70,92,45,55,79,96,14,76,38,57,46,24,90,11,25,80,67,58,75,29,100,70,70,49,23,99,28,51,98
35,83,90,61,19,18,19,58,36,0,39,10,81,64,49,82,74,18,40,20,76,72,94,79,41,11,19,28,16,44,68,29,82,88,30,61,81,30,31,92,93,44,46,74,18,74,87,45,97,17,79,14,72,71,65,45,13,34,52,94,35
31,29,41,83,28,96,95,58,22,39,0,41,99,11,23,95,32,33,66,100,74,18,36,10,93,39,90,72,42,66,84,65,51,90,39,61,56,74,56,69,90,61,67,86,36,29,11,66,72,23,41,18,85,15,49,23,69,45,65,32,31
15,47,37,71,14,57,89,23,90,10,41,0,43,39,64,83,86,55,73,49,28,41,47,77,89,82,70,38,25,68,66,44,65,37,69,97,19,64,69,88,20,50,52,65,38,71,62,21,43,44,59,12,84,47,22,40,22,44,18,45,15
70,22,38,28,12,92,28,11,15,81,99,43,0,31,93,74,19,97,87,42,96,20,32,10,97,13,81,45,76,99,78,26,44,48,73,100,18,74,53,70,52,48,64,35,13,37,76,80,27,44,68,29,70,86,87,72,77,68,41,45,70
84,85,59,56,69,68,56,92,55,64,11,39,31,0,34,41,100,93,20,84,15,77,32,26,78,37,68,94,93,88,61,63,20,37,86,93,82,33,47,63,87,13,98,75,34,80,61,26,79,48,22,19,96,93,28,89,51,47,65,27,84
37,10,43,68,63,52,39,68,30,49,23,64,93,34,0,97,81,55,25,76,83,45,89,40,44,53,25,36,25,74,37,56,73,51,35,35,24,54,73,21,56,88,80,69,23,39,34,66,52,66,77,82,63,99,48,84,32,81,94,49,37
97,23,33,10,68,34,68,21,77,82,95,83,74,41,97,0,51,80,36,16,82,37,86,65,95,57,25,90,18,37,75,88,37,95,34,71,19,69,21,52,92,69,78,89,100,59,94,59,41,39,41,58,51,69,18,73,34,60,64,24,97
43,85,48,96,18,13,67,37,24,74,32,86,19,100,81,51,0,78,92,94,45,68,69,26,22,98,71,31,94,87,62,99,13,44,49,48,45,92,18,33,40,28,35,99,36,100,16,90,53,32,18,88,36,96,44,28,46,20,78,54,43
91,13,97,46,94,61,15,60,30,18,33,55,97,93,55,80,78,0,39,59,78,38,85,33,91,81,96,33,18,92,93,22,86,97,95,84,17,41,89,25,90,55,86,52,18,60,42,40,20,81,42,51,57,53,95,87,90,86,52,46,91
63,41,11,19,54,95,32,80,73,40,66,73,87,20,25,36,92,39,0,78,51,48,12,21,46,94,25,95,88,29,40,49,10,61,60,74,19,11,38,98,91,22,46,39,79,73,19,58,31,45,25,94,93,10,87,38,97,14,94,65,63
75,24,89,51,75,84,91,12,27,20,100,49,42,84,76,16,94,59,78,0,18,41,55,35,74,59,56,21,30,64,41,47,71,41,53,57,58,95,10,44,60,56,42,85,35,94,23,72,94,24,82,36,35,97,100,63,16,72,58,83,75
40,87,95,58,73,32,70,17,18,76,74,28,96,15,83,82,45,78,51,18,0,11,12,62,62,55,46,55,78,78,35,84,19,55,11,37,71,63,94,33,16,44,44,43,42,85,42,53,22,81,22,40,26,69,82,52,90,21,65,81,40
40,50,33,11,62,90,96,46,54,72,18,41,20,77,45,37,68,38,48,41,11,0,75,22,23,19,19,68,81,61,73,44,62,73,74,75,38,99,61,73,50,56,65,39,91,52,49,71,52,46,34,65,72,86,13,20,57,65,22,98,40
20,66,76,95,60,82,47,36,80,94,36,47,32,32,89,86,69,85,12,55,12,75,0,56,97,82,19,36,33,84,100,45,24,52,81,72,62,24,78,77,59,65,95,37,43,37,83,21,55,92,22,69,49,91,34,66,75,88,11,35,20
79,43,74,64,74,65,99,36,96,79,10,77,10,26,40,65,26,33,21,35,62,22,56,0,36,54,78,45,52,11,61,26,96,13,69,62,100,48,17,67,96,69,28,14,49,43,80,40,17,61,32,22,10,13,41,60,27,67,60,59,79
54,16,13,55,42,38,61,32,75,41,93,89,97,78,44,95,22,91,46,74,62,23,97,36,0,23,26,37,92,60,69,62,50,76,74,100,95,41,41,47,90,23,60,90,33,34,82,17,59,27,85,31,51,79,18,91,35,61,57,26,54
60,16,45,36,37,23,49,90,21,11,39,82,13,37,53,57,98,81,94,59,55,19,82,54,23,0,76,62,38,95,56,32,43,11,44,94,23,58,64,81,33,71,59,78,25,51,94,94,96,10,87,74,77,89,88,31,16,63,89,50,60
67,69,11,42,20,42,30,100,95,19,90,70,81,68,25,25,71,96,25,56,46,19,19,78,26,76,0,53,15,20,75,59,31,67,92,55,13,69,74,18,64,54,59,70,97,69,59,75,88,18,26,20,18,55,68,72,59,99,82,79,67
10,99,98,77,17,23,74,29,41,28,72,38,45,94,36,90,31,33,95,21,55,68,36,45,37,62,53,0,37,89,38,51,79,40,82,68,73,35,28,44,13,65,61,60,40,56,20,67,38,32,84,66,67,39,86,94,50,55,57,62,10
16,11,39,10,11,47,11,36,46,16,42,25,76,93,25,18,94,18,88,30,78,81,33,52,92,38,15,37,0,72,99,59,48,17,22,39,25,97,49,89,56,63,18,100,12,60,33,36,74,28,89,25,88,67,66,32,24,91,72,41,16
97,17,23,35,85,89,67,84,42,44,66,68,99,88,74,37,87,92,29,64,78,61,84,11,60,95,20,89,72,0,19,74,46,22,87,31,91,88,57,86,27,53,43,17,84,63,82,55,65,80,22,93,78,69,77,54,92,100,81,69,97
55,22,70,64,51,10,79,35,13,68,84,66,78,61,37,75,62,93,40,41,35,73,100,61,69,56,75,38,99,19,0,30,99,93,42,16,50,13,66,58,89,93,89,42,11,78,84,23,77,61,71,63,92,82,58,57,53,50,30,59,55
63,49,31,53,62,88,72,50,35,29,65,44,26,63,56,88,99,22,49,47,84,44,45,26,62,32,59,51,59,74,30,0,14,85,10,46,30,50,82,26,75,35,70,23,68,37,49,18,74,28,27,37,55,16,67,64,85,65,58,25,63
