45
0,1,4,2,3,3,4,4,3,4,4,3,3,1,1,1,4,4,4,4,2,2,2,2,2,1,3,2,4,1,3,3,4,1,2,3,1,3,1,4,4,4,3,1,4,3,0
0,96,50,58,89,28,80,78,71,50,34,61,29,63,67,22,61,30,88,16,91,49,70,74,70,76,23,61,77,65,38,12,87,84,48,82,81,40,41,35,93,74,67,39,97,85,0
96,0,24,54,78,98,29,19,61,48,84,42,57,87,78,21,41,94,22,16,96,58,95,33,46,92,40,91,21,59,20,47,18,90,86,61,58,21,60,37,61,96,53,49,74,28,96
50,24,0,89,23,59,49,56,44,66,91,48,10,64,62,23,52,15,91,91,76,94,43,71,98,63,92,35,77,39,14,31,45,100,19,99,41,63,68,56,59,65,16,95,13,91,50
58,54,89,0,20,63,25,77,55,16,27,100,52,91,58,75,34,76,79,19,46,36,98,21,48,37,11,36,76,35,51,20,61,84,14,77,94,33,78,88,67,55,68,27,75,77,58
89,78,23,20,0,85,16,37,48,25,66,90,91,24,86,71,64,60,100,83,90,40,33,21,47,33,23,19,24,69,60,77,51,44,41,40,23,38,84,44,96,20,51,53,20,61,89
28,98,59,63,85,0,84,32,75,73,61,43,82,91,35,92,23,19,23,43,38,45,98,76,71,31,26,63,22,29,50,48,22,20,45,54,97,54,21,67,47,23,32,91,64,71,28
80,29,49,25,16,84,0,67,59,53,55,84,25,52,91,39,66,80,91,87,26,13,11,83,13,91,95,81,60,14,93,54,58,41,33,53,21,100,83,26,11,30,36,79,83,99,80
78,19,56,77,37,32,67,0,13,30,53,11,30,69,78,77,51,59,81,85,59,85,26,48,32,28,67,92,63,39,23,62,14,61,98,47,30,62,56,53,88,45,82,35,100,38,78
71,61,44,55,48,75,59,13,0,16,70,44,57,66,35,53,17,79,85,48,52,86,75,31,69,28,81,72,54,66,89,51,88,25,27,17,81,78,38,78,43,31,90,58,53,45,71
50,48,66,16,25,73,53,30,16,0,57,60,92,87,43,22,44,13,82,75,21,44,38,16,28,69,72,60,64,63,95,54,56,54,53,10,39,23,89,78,81,97,82,71,49,42,50
34,84,91,27,66,61,55,53,70,57,0,24,22,71,31,63,60,28,33,57,20,62,69,69,19,30,45,63,31,53,35,76,27,59,74,68,64,34,100,34,66,61,29,81,44,20,34
61,42,48,100,90,43,84,11,44,60,24,0,77,92,84,73,64,36,98,69,17,49,91,58,22,48,52,86,73,87,46,22,16,29,11,28,56,74,37,75,58,23,38,62,28,15,61
29,57,10,52,91,82,25,30,57,92,22,77,0,55,30,46,19,11,64,32,57,79,23,62,33,55,45,16,51,45,50,99,90,22,76,92,46,42,72,34,52,84,24,93,35,20,29
63,87,64,91,24,91,52,69,66,87,71,92,55,0,34,67,44,43,40,78,16,97,50,89,64,42,93,74,89,100,97,14,18,24,37,100,19,34,67,30,61,91,67,76,64,57,63
67,78,62,58,86,35,91,78,35,43,31,84,30,34,0,54,58,78,52,30,70,33,69,60,49,55,45,36,19,99,72,81,35,47,87,84,99,25,13,95,23,23,78,51,67,12,67
22,21,23,75,71,92,39,77,53,22,63,73,46,67,54,0,63,30,20,40,35,10,17,36,44,98,51,44,26,59,69,53,23,63,23,52,54,27,79,46,33,62,83,72,14,13,22
61,41,52,34,64,23,66,51,17,44,60,64,19,44,58,63,0,18,69,47,28,90,60,57,29,37,79,72,76,42,43,97,28,22,64,52,89,97,78,69,34,38,87,62,91,15,61
30,94,15,76,60,19,80,59,79,13,28,36,11,43,78,30,18,0,69,68,30,34,88,68,100,37,58,55,83,14,84,51,20,73,93,61,50,28,84,86,46,45,87,88,28,67,30
88,22,91,79,100,23,91,81,85,82,33,98,64,40,52,20,69,69,0,64,70,52,91,15,29,64,68,51,69,73,83,55,93,34,100,100,52,40,48,34,43,25,44,53,35,55,88
16,16,91,19,83,43,87,85,48,75,57,69,32,78,30,40,47,68,64,0,21,60,71,77,75,63,78,74,58,100,83,100,97,66,72,76,100,47,55,14,83,90,46,69,92,80,16
91,96,76,46,90,38,26,59,52,21,20,17,57,16,70,35,28,30,70,21,0,78,33,31,27,34,94,16,66,62,75,47,51,30,12,33,40,12,57,23,32,25,11,22,20,80,91
49,58,94,36,40,45,13,85,86,44,62,49,79,97,33,10,90,34,52,60,78,0,33,38,11,45,96,26,68,18,38,10,57,78,62,10,39,70,67,77,32,19,29,86,42,78,49
70,95,43,98,33,98,11,26,75,38,69,91,23,50,69,17,60,88,91,71,33,33,0,47,74,11,61,99,89,96,43,79,64,80,32,23,37,94,31,86,80,90,62,74,49,78,70
74,33,71,21,21,76,83,48,31,16,69,58,62,89,60,36,57,68,15,77,31,38,47,0,19,57,97,89,74,20,80,13,92,69,80,54,76,67,54,82,56,23,23,74,29,65,74
70,46,98,48,47,71,13,32,69,28,19,22,33,64,49,44,29,100,29,75,27,11,74,19,0,80,14,94,59,36,22,40,55,15,80,10,20,67,42,34,90,32,97,64,73,17,70
76,92,63,37,33,31,91,28,28,69,30,48,55,42,55,98,37,37,64,63,34,45,11,57,80,0,63,41,83,29,10,50,82,51,70,41,11,91,20,91,44,85,21,61,73,71,76
23,40,92,11,23,26,95,67,81,72,45,52,45,93,45,51,79,58,68,78,94,96,61,97,14,63,0,87,11,89,96,33,27,50,68,73,12,29,27,57,73,63,40,16,44,73,23
61,91,35,36,19,63,81,92,72,60,63,86,16,74,36,44,72,55,51,74,16,26,99,89,94,41,87,0,22,32,51,17,35,83,83,95,62,90,21,86,31,100,12,89,89,28,61
77,21,77,76,24,22,60,63,54,64,31,73,51,89,19,26,76,83,69,58,66,68,89,74,59,83,11,22,0,99,73,19,25,54,52,84,93,46,84,89,22,86,98,59,100,61,77
