27
0,3,3,1,4,4,4,1,3,3,4,2,1,4,3,1,3,1,3,4,1,3,1,1,2,3,2,2,0
0,26,73,68,60,94,89,25,86,70,34,54,53,74,82,47,49,22,57,64,95,12,74,39,71,14,34,36,0
26,0,77,71,93,16,17,13,94,77,55,40,24,57,99,41,67,99,33,48,96,67,76,100,96,35,29,71,26
73,77,0,29,62,29,14,93,98,70,54,34,73,23,56,51,94,47,48,79,57,34,18,71,57,81,35,53,73
68,71,29,0,29,74,66,52,18,10,23,58,26,85,67,80,55,25,83,84,73,41,83,49,29,73,36,33,68
60,93,62,29,0,16,95,11,96,63,60,76,94,45,64,18,80,38,16,11,94,21,77,26,78,97,30,87,60
94,16,29,74,16,0,37,91,55,69,21,18,21,73,49,95,44,90,79,49,24,72,100,86,15,65,62,52,94
89,17,14,66,95,37,0,58,73,73,67,62,64,88,19,82,64,97,65,34,24,50,66,54,87,46,99,19,89
25,13,93,52,11,91,58,0,36,96,64,73,56,57,94,57,80,63,27,21,85,18,47,29,50,21,40,47,25
86,94,98,18,96,55,73,36,0,67,21,57,50,54,86,36,12,88,14,44,61,27,38,83,58,70,53,46,86
70,77,70,10,63,69,73,96,67,0,79,56,21,59,74,19,36,56,73,90,84,81,10,10,19,29,33,47,70
34,55,54,23,60,21,67,64,21,79,0,54,60,39,16,32,36,86,33,73,68,97,78,87,45,51,98,85,34
54,40,34,58,76,18,62,73,57,56,54,0,72,100,80,70,26,40,44,79,24,71,58,23,24,28,97,87,54
53,24,73,26,94,21,64,56,50,21,60,72,0,81,88,26,82,96,53,72,43,33,80,81,67,97,61,55,53
74,57,23,85,45,73,88,57,54,59,39,100,81,0,100,50,71,25,65,71,62,13,49,40,27,98,85,15,74
82,99,56,67,64,49,19,94,86,74,16,80,88,100,0,41,64,18,29,58,15,35,28,13,64,45,58,78,82
47,41,51,80,18,95,82,57,36,19,32,70,26,50,41,0,55,95,85,22,86,70,83,26,13,51,69,40,47
49,67,94,55,80,44,64,80,12,36,36,26,82,71,64,55,0,99,27,44,81,35,62,69,52,71,15,66,49
22,99,47,25,38,90,97,63,88,56,86,40,96,25,18,95,99,0,89,69,39,69,53,12,75,85,31,90,22
57,33,48,83,16,79,65,27,14,73,33,44,53,65,29,85,27,89,0,10,48,67,30,94,48,28,63,54,57
64,48,79,84,11,49,34,21,44,90,73,79,72,71,58,22,44,69,10,0,22,19,40,62,16,55,30,71,64
95,96,57,73,94,24,24,85,61,84,68,24,43,62,15,86,81,39,48,22,0,20,68,62,80,15,56,82,95
12,67,34,41,21,72,50,18,27,81,97,71,33,13,35,70,35,69,67,19,20,0,67,49,89,91,79,82,12
74,76,18,83,77,100,66,47,38,10,78,58,80,49,28,83,62,53,30,40,68,67,0,48,56,33,75,49,74
39,100,71,49,26,86,54,29,83,10,87,23,81,40,13,26,69,12,94,62,62,49,48,0,71,92,43,72,39
71,96,57,29,78,15,87,50,58,19,45,24,67,27,64,13,52,75,48,16,80,89,56,71,0,62,68,39,71
14,35,81,73,97,65,46,21,70,29,51,28,97,98,45,51,71,85,28,55,15,91,33,92,62,0,23,56,14
34,29,35,36,30,62,99,40,53,33,98,97,61,85,58,69,15,31,63,30,56,79,75,43,68,23,0,48,34
36,71,53,33,87,52,19,47,46,47,85,87,55,15,78,40,66,90,54,71,82,82,49,72,39,56,48,0,36
0,26,73,68,60,94,89,25,86,70,34,54,53,74,82,47,49,22,57,64,95,12,74,39,71,14,34,36,0
