92
0,2,3,2,4,1,1,1,3,1,4,4,4,2,2,4,2,3,1,2,2,2,3,4,2,3,4,2,1,2,2,4,4,2,1,4,3,1,1,3,3,1,4,1,3,2,4,3,2,4,4,1,2,1,2,4,3,2,1,4,4,3,1,3,1,4,3,3,3,3,2,1,1,3,3,4,1,2,2,2,2,4,2,2,1,4,3,3,4,2,1,4,1,0
0,89,78,65,10,91,43,51,44,42,26,21,36,36,18,11,50,50,20,26,99,44,29,36,38,36,60,58,78,83,68,12,15,12,41,73,89,93,10,42,45,60,97,33,11,94,56,56,67,93,29,58,14,70,16,40,72,84,10,63,68,61,20,35,18,34,85,19,41,63,54,61,49,33,58,68,89,80,92,68,98,88,94,59,17,57,47,53,95,10,11,79,19,0
89,0,96,95,25,64,32,59,71,53,89,52,68,31,71,52,43,80,75,35,15,95,48,23,64,15,21,21,83,32,54,37,96,47,75,34,12,38,80,35,25,91,35,18,10,36,71,47,98,45,55,100,88,62,84,27,86,63,85,72,23,23,40,76,71,40,45,42,36,48,96,23,24,63,37,83,65,33,43,88,74,11,19,26,48,93,83,53,11,34,32,92,19,89
78,96,0,93,11,70,71,14,19,95,42,12,59,27,83,31,10,15,20,83,94,64,96,88,91,42,26,52,95,79,68,35,91,80,54,74,71,54,43,21,51,18,57,24,23,23,43,38,35,75,43,99,98,97,59,46,77,62,26,11,60,60,75,29,22,81,38,82,63,83,38,17,41,86,19,23,83,16,12,49,36,15,28,64,44,52,73,74,77,30,83,69,86,78
65,95,93,0,87,10,76,58,54,81,96,41,52,75,59,20,22,77,73,31,11,95,79,30,45,88,91,46,63,94,80,77,97,70,37,37,15,44,57,39,92,83,44,35,53,15,53,98,44,84,94,64,47,32,59,44,42,100,89,85,96,87,42,76,58,66,37,72,81,16,65,22,32,29,76,39,27,90,94,44,71,85,36,60,67,91,22,86,89,74,77,49,12,65
10,25,11,87,0,51,63,27,41,46,16,41,87,13,22,98,86,67,10,40,13,13,73,35,32,28,60,50,44,26,14,54,19,51,18,53,48,32,40,45,17,68,68,31,28,86,29,65,78,47,87,33,58,45,26,47,42,22,28,93,69,92,92,21,94,96,92,98,42,44,27,12,31,50,81,56,64,63,40,16,59,99,25,41,17,31,94,63,76,74,66,46,28,10
91,64,70,10,51,0,39,21,12,86,26,17,33,38,82,54,98,15,50,14,87,12,71,40,63,56,93,77,12,58,85,90,73,26,98,91,30,14,86,63,82,52,21,33,12,24,69,77,67,46,82,77,80,64,90,52,20,46,63,40,22,63,12,20,82,17,62,65,58,99,28,30,56,59,52,15,38,73,33,66,85,97,74,44,87,39,88,96,34,10,55,56,53,91
43,32,71,76,63,39,0,45,87,74,80,32,53,92,86,15,62,74,36,93,25,26,57,43,96,26,36,74,57,40,44,35,97,53,27,66,64,68,54,85,80,42,96,33,31,42,90,97,72,13,28,26,35,94,33,19,74,40,46,100,37,27,53,74,88,62,84,63,41,87,61,47,86,13,48,98,89,71,78,63,45,72,62,45,97,13,53,92,21,88,58,42,60,43
51,59,14,58,27,21,45,0,96,34,64,81,78,83,31,18,44,93,48,67,89,88,21,69,11,36,24,88,19,94,74,45,29,81,68,48,58,16,63,79,67,19,84,36,39,34,64,25,72,30,23,84,21,89,99,67,10,25,85,76,71,28,20,67,49,20,35,91,52,22,81,100,67,14,30,98,91,41,51,60,95,38,78,50,29,30,39,13,28,45,64,48,88,51
44,71,19,54,41,12,87,96,0,36,70,35,87,94,55,83,35,66,90,45,14,54,94,51,63,77,29,90,30,96,67,16,17,99,19,24,58,12,94,14,14,41,71,96,90,50,96,77,60,85,80,67,90,96,19,18,45,92,85,48,88,94,95,87,28,34,75,57,63,32,45,26,52,69,39,68,79,100,61,29,95,77,74,69,60,71,72,13,100,36,46,66,85,44
42,53,95,81,46,86,74,34,36,0,90,56,57,98,28,29,50,42,51,99,91,66,74,37,49,98,55,70,87,18,64,79,36,29,60,54,62,86,51,96,69,47,76,28,88,22,56,69,33,10,23,21,96,73,83,39,85,90,19,46,56,72,83,85,26,68,100,76,11,58,35,36,90,30,11,15,32,54,68,36,69,28,25,66,92,21,31,79,47,77,60,94,41,42
26,89,42,96,16,26,80,64,70,90,0,74,78,26,43,98,17,51,27,97,54,75,78,65,44,86,83,32,13,31,49,31,84,46,78,27,90,26,66,33,53,54,76,54,34,66,45,82,61,59,30,54,81,19,55,55,100,25,78,61,72,47,14,49,83,19,64,64,81,93,96,67,42,79,92,11,31,59,34,24,37,66,91,71,21,66,70,25,51,15,74,49,68,26
21,52,12,41,41,17,32,81,35,56,74,0,29,99,76,49,15,17,68,98,95,37,51,44,10,83,11,40,10,25,43,50,79,64,51,86,31,86,92,62,10,81,19,33,82,35,15,13,28,29,85,87,11,59,55,31,59,79,66,32,11,40,21,64,76,90,82,96,96,75,79,43,69,36,29,38,26,17,16,23,91,67,55,27,24,87,43,42,33,14,33,67,43,21
36,68,59,52,87,33,53,78,87,57,78,29,0,73,80,94,41,36,32,84,73,62,31,18,33,26,41,42,24,25,61,41,39,94,23,100,11,63,61,98,26,97,58,74,91,89,67,17,69,98,13,31,25,81,72,56,69,50,56,73,85,68,43,17,26,70,16,33,42,43,60,98,39,79,38,100,46,17,40,22,60,54,68,36,28,48,54,64,77,81,33,52,88,36
36,31,27,75,13,38,92,83,94,98,26,99,73,0,68,43,65,68,38,99,75,97,63,91,93,50,51,94,59,42,33,23,87,27,73,10,28,36,15,93,12,10,70,96,88,66,21,76,18,65,22,43,17,17,98,66,42,16,15,91,49,87,33,74,32,36,13,28,72,58,33,69,60,14,30,31,99,73,91,50,54,50,16,22,10,28,82,96,83,92,34,36,38,36
18,71,83,59,22,82,86,31,55,28,43,76,80,68,0,98,24,37,36,29,72,67,30,82,82,86,98,36,18,67,31,76,55,12,89,18,70,46,96,81,83,91,60,54,91,18,94,49,17,15,62,42,93,64,31,81,42,29,73,88,43,46,89,68,86,60,82,74,63,49,17,56,11,15,46,56,85,58,29,14,23,90,21,88,74,65,84,87,30,73,11,32,98,18
11,52,31,20,98,54,15,18,83,29,98,49,94,43,98,0,41,65,100,75,37,87,10,75,19,45,18,16,12,39,23,66,29,83,51,92,35,34,96,82,81,44,12,64,36,19,81,95,68,32,83,100,60,76,12,39,39,74,48,32,33,76,77,20,75,87,66,13,92,61,82,32,76,82,100,24,29,98,91,66,51,33,28,11,70,36,17,75,89,92,74,71,90,11
