36
0,1,4,3,2,3,3,2,3,2,1,3,1,1,4,3,2,3,4,1,4,3,2,2,4,3,2,4,1,2,2,4,4,1,2,4,1,0
0,48,22,65,87,64,61,85,11,90,96,90,62,34,79,57,41,85,43,29,33,23,95,32,85,40,18,54,56,19,41,27,50,97,82,48,14,0
48,0,12,74,76,27,95,15,66,94,42,96,86,15,31,65,42,14,11,29,80,56,69,88,49,50,44,94,18,57,16,91,17,14,64,78,73,48
22,12,0,27,28,41,62,19,21,32,59,24,11,90,10,77,10,23,62,67,72,13,52,88,69,44,37,68,53,84,98,30,46,61,40,11,71,22
65,74,27,0,30,76,46,52,37,22,75,91,13,92,94,95,75,35,36,70,86,70,64,20,99,30,40,54,99,46,56,69,21,65,41,71,22,65
87,76,28,30,0,96,13,33,93,11,71,100,37,28,14,73,81,91,18,17,90,79,35,68,35,53,51,77,36,46,80,65,76,21,44,22,82,87
64,27,41,76,96,0,63,37,83,37,80,23,19,10,24,27,80,41,53,28,81,19,91,23,24,61,15,36,80,46,68,96,15,97,37,45,12,64
61,95,62,46,13,63,0,84,93,99,63,74,88,84,55,21,19,50,35,86,49,72,82,31,99,99,28,82,15,13,84,71,64,36,47,26,53,61
85,15,19,52,33,37,84,0,93,32,84,85,83,91,89,63,50,54,93,67,33,81,24,56,62,32,46,42,55,57,32,39,14,31,36,94,51,85
11,66,21,37,93,83,93,93,0,29,94,81,100,93,56,62,28,98,40,28,41,75,71,49,81,19,98,33,71,96,24,14,43,68,53,28,14,11
90,94,32,22,11,37,99,32,29,0,21,20,65,28,91,97,59,72,43,59,29,77,94,43,26,24,32,88,39,15,91,36,28,15,27,41,52,90
96,42,59,75,71,80,63,84,94,21,0,96,53,62,41,17,47,95,38,81,32,19,76,40,68,61,92,77,58,41,62,59,74,10,11,14,86,96
90,96,24,91,100,23,74,85,81,20,96,0,10,63,68,70,47,97,46,49,77,96,38,66,43,13,60,79,90,29,45,22,62,97,39,75,21,90
62,86,11,13,37,19,88,83,100,65,53,10,0,97,64,71,66,70,48,44,39,63,86,70,40,95,34,64,26,99,36,76,27,72,66,95,89,62
34,15,90,92,28,10,84,91,93,28,62,63,97,0,92,25,34,88,99,40,20,32,25,20,99,67,84,81,64,97,66,68,83,63,81,49,84,34
79,31,10,94,14,24,55,89,56,91,41,68,64,92,0,56,15,30,51,58,62,56,74,24,66,48,28,100,61,59,80,81,92,95,38,77,17,79
57,65,77,95,73,27,21,63,62,97,17,70,71,25,56,0,73,58,75,34,64,12,57,47,95,53,93,13,91,12,92,23,52,78,68,88,97,57
41,42,10,75,81,80,19,50,28,59,47,47,66,34,15,73,0,72,84,32,40,76,83,47,98,13,33,43,97,54,71,48,73,37,82,79,55,41
85,14,23,35,91,41,50,54,98,72,95,97,70,88,30,58,72,0,25,50,60,65,41,21,88,25,40,85,72,70,83,95,44,85,61,51,35,85
43,11,62,36,18,53,35,93,40,43,38,46,48,99,51,75,84,25,0,56,27,55,79,70,69,23,38,27,72,55,22,67,33,16,66,51,78,43
29,29,67,70,17,28,86,67,28,59,81,49,44,40,58,34,32,50,56,0,86,29,88,25,17,63,43,55,89,13,67,96,32,13,10,96,42,29
33,80,72,86,90,81,49,33,41,29,32,77,39,20,62,64,40,60,27,86,0,66,68,87,22,39,30,19,88,84,63,33,26,74,51,75,73,33
23,56,13,70,79,19,72,81,75,77,19,96,63,32,56,12,76,65,55,29,66,0,58,28,53,68,61,74,53,97,28,94,97,71,44,60,51,23
95,69,52,64,35,91,82,24,71,94,76,38,86,25,74,57,83,41,79,88,68,58,0,32,85,88,85,68,32,62,92,78,46,66,23,92,48,95
32,88,88,20,68,23,31,56,49,43,40,66,70,20,24,47,47,21,70,25,87,28,32,0,34,44,40,38,49,39,17,15,68,79,56,62,60,32
85,49,69,99,35,24,99,62,81,26,68,43,40,99,66,95,98,88,69,17,22,53,85,34,0,45,33,49,24,84,97,91,16,36,67,19,59,85
40,50,44,30,53,61,99,32,19,24,61,13,95,67,48,53,13,25,23,63,39,68,88,44,45,0,69,69,79,43,34,88,85,16,41,81,64,40
18,44,37,40,51,15,28,46,98,32,92,60,34,84,28,93,33,40,38,43,30,61,85,40,33,69,0,34,68,49,75,13,55,64,24,25,27,18
54,94,68,54,77,36,82,42,33,88,77,79,64,81,100,13,43,85,27,55,19,74,68,38,49,69,34,0,76,92,49,15,65,76,54,26,80,54
56,18,53,99,36,80,15,55,71,39,58,90,26,64,61,91,97,72,72,89,88,53,32,49,24,79,68,76,0,76,11,90,61,53,41,97,26,56
19,57,84,46,46,46,13,57,96,15,41,29,99,97,59,12,54,70,55,13,84,97,62,39,84,43,49,92,76,0,29,68,25,21,29,27,91,19
41,16,98,56,80,68,84,32,24,91,62,45,36,66,80,92,71,83,22,67,63,28,92,17,97,34,75,49,11,29,0,29,72,35,25,51,51,41
27,91,30,69,65,96,71,39,14,36,59,22,76,68,81,23,48,95,67,96,33,94,78,15,91,88,13,15,90,68,29,0,89,54,89,53,16,27
50,17,46,21,76,15,64,14,43,28,74,62,27,83,92,52,73,44,33,32,26,97,46,68,16,85,55,65,61,25,72,89,0,59,89,12,19,50
97,14,61,65,21,97,36,31,68,15,10,97,72,63,95,78,37,85,16,13,74,71,66,79,36,16,64,76,53,21,35,54,59,0,67,49,39,97
82,64,40,41,44,37,47,36,53,27,11,39,66,81,38,68,82,61,66,10,51,44,23,56,67,41,24,54,41,29,25,89,89,67,0,25,15,82
48,78,11,71,22,45,26,94,28,41,14,75,95,49,77,88,79,51,51,96,75,60,92,62,19,81,25,26,97,27,51,53,12,49,25,0,75,48
14,73,71,22,82,12,53,51,14,52,86,21,89,84,17,97,55,35,78,42,73,51,48,60,59,64,27,80,26,91,51,16,19,39,15,75,0,14
0,48,22,65,87,64,61,85,11,90,96,90,62,34,79,57,41,85,43,29,33,23,95,32,85,40,18,54,56,19,41,27,50,97,82,48,14,0
