26
0,4,3,4,3,1,4,3,1,4,3,2,4,1,3,2,3,3,2,4,4,4,1,1,1,3,4,0
0,88,40,57,91,100,75,90,66,93,53,23,85,50,34,99,78,69,39,29,38,83,44,38,42,20,29,0
88,0,31,85,76,91,90,41,78,91,86,47,63,92,42,97,16,89,14,60,92,17,51,25,24,64,60,88
40,31,0,32,68,80,14,88,77,48,83,14,77,66,13,90,66,82,49,52,90,77,15,67,22,76,100,40
57,85,32,0,95,77,28,93,58,24,23,76,24,23,66,63,50,55,77,35,67,69,32,44,18,55,87,57
91,76,68,95,0,72,98,15,71,49,38,86,15,40,75,89,18,100,53,84,42,11,90,79,10,36,34,91
100,91,80,77,72,0,67,77,22,11,24,25,64,86,46,20,37,66,58,34,56,92,13,18,74,37,82,100
75,90,14,28,98,67,0,69,34,62,24,75,61,47,61,45,29,60,35,54,68,42,36,21,44,67,52,75
90,41,88,93,15,77,69,0,63,83,65,58,19,32,18,35,26,44,60,51,85,59,24,63,34,71,38,90
66,78,77,58,71,22,34,63,0,15,17,100,52,98,22,52,24,85,29,74,18,54,97,96,36,72,19,66
93,91,48,24,49,11,62,83,15,0,80,31,79,43,44,53,97,45,24,69,98,31,76,59,40,19,81,93
53,86,83,23,38,24,24,65,17,80,0,83,56,12,79,64,49,100,81,64,59,28,19,62,25,85,43,53
23,47,14,76,86,25,75,58,100,31,83,0,27,60,46,56,53,65,88,83,54,96,67,56,25,73,72,23
85,63,77,24,15,64,61,19,52,79,56,27,0,62,23,48,61,71,91,39,33,63,13,33,42,76,81,85
50,92,66,23,40,86,47,32,98,43,12,60,62,0,66,52,70,88,62,41,31,56,17,18,72,51,82,50
34,42,13,66,75,46,61,18,22,44,79,46,23,66,0,98,30,97,41,52,94,31,44,60,34,19,13,34
99,97,90,63,89,20,45,35,52,53,64,56,48,52,98,0,58,59,38,63,13,57,23,64,88,89,31,99
78,16,66,50,18,37,29,26,24,97,49,53,61,70,30,58,0,69,36,42,69,20,33,66,26,75,16,78
69,89,82,55,100,66,60,44,85,45,100,65,71,88,97,59,69,0,79,26,50,78,17,59,61,12,10,69
39,14,49,77,53,58,35,60,29,24,81,88,91,62,41,38,36,79,0,12,90,100,54,40,24,62,88,39
29,60,52,35,84,34,54,51,74,69,64,83,39,41,52,63,42,26,12,0,81,68,55,27,65,12,36,29
38,92,90,67,42,56,68,85,18,98,59,54,33,31,94,13,69,50,90,81,0,57,18,94,18,56,66,38
83,17,77,69,11,92,42,59,54,31,28,96,63,56,31,57,20,78,100,68,57,0,15,92,36,81,48,83
44,51,15,32,90,13,36,24,97,76,19,67,13,17,44,23,33,17,54,55,18,15,0,10,61,77,99,44
38,25,67,44,79,18,21,63,96,59,62,56,33,18,60,64,66,59,40,27,94,92,10,0,23,69,77,38
42,24,22,18,10,74,44,34,36,40,25,25,42,72,34,88,26,61,24,65,18,36,61,23,0,13,22,42
20,64,76,55,36,37,67,71,72,19,85,73,76,51,19,89,75,12,62,12,56,81,77,69,13,0,75,20
29,60,100,87,34,82,52,38,19,81,43,72,81,82,13,31,16,10,88,36,66,48,99,77,22,75,0,29
0,88,40,57,91,100,75,90,66,93,53,23,85,50,34,99,78,69,39,29,38,83,44,38,42,20,29,0
