70
0,2,1,1,2,4,2,1,4,4,1,4,2,3,3,1,1,4,4,2,2,1,1,4,2,3,1,3,1,2,2,3,2,1,3,1,2,3,4,1,1,3,1,4,4,1,3,1,4,2,1,1,4,2,4,3,2,4,2,4,2,3,2,3,4,2,4,2,3,2,4,0
0,21,38,35,50,52,89,88,43,15,10,29,90,15,42,99,89,57,13,83,62,61,33,52,48,62,21,36,43,96,41,70,31,42,65,24,39,79,44,34,25,12,94,80,62,23,11,92,42,83,82,88,87,63,89,33,98,49,84,96,86,78,60,55,31,78,36,84,98,77,31,0
21,0,29,93,82,10,70,99,59,66,84,92,43,55,16,10,94,74,14,39,11,21,51,40,43,47,47,85,69,41,14,12,54,56,50,39,64,27,84,46,62,96,90,87,23,37,79,84,61,38,69,88,88,48,46,94,90,73,39,29,95,98,80,61,63,91,59,33,25,61,66,21
38,29,0,70,50,91,16,24,59,49,99,48,84,76,62,97,68,99,34,59,90,98,70,35,72,86,51,79,81,39,48,13,26,58,94,16,35,45,40,24,61,74,81,91,62,22,87,99,40,70,95,31,59,12,31,98,82,53,31,66,38,93,33,53,97,63,64,17,73,13,57,38
35,93,70,0,37,18,59,25,25,59,33,36,89,97,90,96,37,91,84,48,28,46,76,96,29,48,77,100,20,90,92,31,89,45,54,32,93,67,60,68,15,23,40,33,53,19,75,98,61,63,70,29,10,10,80,45,21,42,71,44,32,76,100,29,58,26,40,83,52,87,46,35
50,82,50,37,0,45,25,31,60,65,93,57,32,82,38,25,43,55,50,50,85,20,14,90,94,81,72,67,77,76,28,31,83,53,25,23,80,33,40,84,17,60,31,99,75,21,83,56,48,63,11,47,97,40,60,81,69,66,47,44,78,69,36,13,78,88,59,81,24,35,72,50
52,10,91,18,45,0,64,55,29,58,78,53,24,44,80,35,91,91,47,65,58,33,11,36,54,77,32,58,47,13,79,96,99,99,20,13,62,72,58,91,59,64,74,44,39,48,56,32,68,53,35,89,89,52,14,13,53,97,61,29,65,61,79,19,61,72,63,63,64,80,81,52
89,70,16,59,25,64,0,35,18,86,15,80,98,61,64,69,43,57,39,17,34,92,82,89,72,13,83,77,19,71,31,30,31,82,86,28,50,63,33,88,39,43,30,78,25,64,68,90,73,84,20,16,61,78,45,45,55,78,40,33,61,69,49,22,67,19,18,100,34,40,69,89
88,99,24,25,31,55,35,0,99,77,26,59,37,24,84,51,79,16,66,82,10,26,97,19,18,68,91,13,94,28,11,51,12,71,61,65,78,42,88,96,13,24,71,72,17,26,64,46,88,87,10,16,49,33,33,70,51,77,39,57,96,52,50,44,79,39,97,89,58,63,93,88
43,59,59,25,60,29,18,99,0,10,22,40,43,50,48,99,33,54,21,59,85,37,61,84,56,92,79,26,80,44,77,82,14,70,32,37,41,94,60,43,97,48,19,75,47,58,39,69,80,37,88,85,79,47,28,86,43,24,83,14,11,75,91,91,45,100,51,88,67,96,91,43
15,66,49,59,65,58,86,77,10,0,92,31,60,13,49,99,75,74,78,22,61,77,41,81,95,86,66,21,13,68,31,19,85,60,11,35,78,30,56,15,52,83,86,65,99,40,55,93,11,84,51,39,53,36,84,100,18,42,69,92,16,26,53,68,86,100,23,19,73,13,12,15
10,84,99,33,93,78,15,26,22,92,0,100,48,54,36,14,19,45,31,48,34,45,64,12,30,19,19,78,71,36,21,70,31,52,18,73,63,41,23,77,70,48,28,35,74,45,59,50,55,93,25,76,91,50,84,87,63,93,23,53,29,46,90,68,78,22,68,18,26,100,51,10
29,92,48,36,57,53,80,59,40,31,100,0,37,93,86,87,38,92,93,89,37,99,91,43,82,25,49,71,43,78,84,74,97,22,59,73,13,53,71,66,79,24,84,84,49,37,92,14,75,88,54,30,65,47,98,77,59,16,25,45,85,98,29,37,54,38,36,19,72,74,50,29
